OBJECTID,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,POPULATION_2024,Shape__Area,Shape__Length
44,West Queen West,162,124,130,117,123,101,107,96,106,106,107,117,937.192932128906,968.55908203125,813.460327148438,856.247802734375,703.881774902344,746.841613769531,671.047119140625,736.981140136719,727.572265625,711.057922363281,774.321655273438,11,6,5,6,5,12,12,11,22,14,13,83.1380844116211,44.7027282714844,34.7632637023926,41.7681846618652,34.8456344604492,83.757942199707,83.8808898925781,76.4791793823242,151.005554199219,93.0356216430664,86.0357360839844,50,45,63,66,66,88,81,37,27,42,43,377.900390625,335.270446777344,438.01708984375,459.450042724609,459.962371826172,614.224914550781,566.195983886719,257.248138427734,185.325012207031,279.106872558594,284.579742431641,34,29,42,31,28,65,63,51,36,43,40,256.972259521484,216.063186645508,292.011413574219,215.802291870117,195.135543823242,453.688842773438,440.374664306641,354.585266113281,247.100006103516,285.752258300781,264.725341796875,0,0,1,0,1,0,1,0,0,0,0,0,0,6.95265245437622,0,6.96912670135498,0,6.99007415771484,0,0,0,0,18,10,7,7,8,10,8,11,6,8,8,136.044143676758,74.5045471191406,48.6685676574707,48.729549407959,55.7530136108398,69.7982864379883,55.9205932617188,76.4791793823242,41.1833343505859,53.1632118225098,52.945068359375,0,1,3,1,1,0,0,1,0,0,0,0,7.45045471191406,20.8579578399658,6.96136426925659,6.96912670135498,0,0,6.95265245437622,0,0,0,88,48,47,83,57,53,39,52,37,31,25,665.104675292969,357.621826171875,326.774658203125,577.793273925781,397.240234375,369.930908203125,272.612884521484,361.537933349609,253.963897705078,206.007446289063,165.453338623047,3,4,6,4,7,6,7,6,6,5,7,22.6740226745605,29.8018188476563,41.7159156799316,27.8454570770264,48.7838859558105,41.8789710998535,48.9305191040039,41.7159156799316,41.1833343505859,33.2270050048828,46.3269348144531,15110,901748.542480469,4286.66847969292
45,Humber Bay Shores,161,58,77,76,81,75,94,82,102,121,152,131,395.0146484375,484.2158203125,453.812622070313,452.8681640625,394.155975341797,466.084899902344,385.157348632813,452.147705078125,519.35791015625,620.180358886719,522.495239257813,7,8,7,19,9,22,19,25,53,78,31,47.6741828918457,50.3081359863281,41.7985305786133,106.228332519531,47.2987174987793,109.083694458008,89.2437744140625,110.820518493652,227.487335205078,318.250427246094,123.643905639648,9,13,31,38,62,74,38,23,25,16,16,61.2953758239746,81.7507247924805,185.107788085938,212.456665039063,325.835601806641,366.917877197266,178.487548828125,101.954872131348,107.305351257324,65.2821426391602,63.8162078857422,13,20,16,15,14,34,19,29,27,37,33,88.5377655029297,125.77033996582,95.5394973754883,83.8644714355469,73.5757827758789,168.583892822266,89.2437744140625,128.551803588867,115.889778137207,150.964950561523,131.62092590332,0,1,0,0,0,1,0,0,2,0,0,0,6.28851699829102,0,0,0,4.95834970474243,0,0,8.58442783355713,0,0,1,6,3,6,15,10,8,6,8,9,8,6.81059741973877,37.7311019897461,17.9136562347412,33.5457916259766,78.8311996459961,49.5834999084473,37.5763282775879,26.596923828125,34.3377113342285,36.7212028503418,31.9081039428711,0,2,0,0,0,2,1,1,3,1,1,0,12.577033996582,0,0,0,9.91669940948486,4.69704103469849,4.43282079696655,12.8766422271729,4.08013391494751,3.98851299285889,47,21,35,34,14,19,28,20,66,30,47,320.098083496094,132.058853149414,208.992660522461,190.092803955078,73.5757827758789,94.2086486816406,131.517150878906,88.6564102172852,283.2861328125,122.404014587402,187.460113525391,6,6,10,8,7,5,11,6,12,10,12,40.863582611084,37.7311019897461,59.7121887207031,44.7277183532715,36.7878913879395,24.7917499542236,51.6674499511719,26.596923828125,51.5065689086914,40.8013381958008,47.8621559143066,25072,1578118.50683594,16145.7930864194
46,Mimico-Queensway,160,150,128,165,262,412,230,205,268,343,525,871,883.288208007813,745.616577148438,894.212036132813,1393.39465332031,2151.21142578125,1181.00134277344,1036.76733398438,1329.62890625,1661.58020019531,2442.76928710938,3997.24633789063,28,26,28,22,13,40,32,32,63,70,78,164.880462646484,151.453369140625,151.745071411133,117.00260925293,67.8780288696289,205.391525268555,161.836853027344,158.761657714844,305.188201904297,325.702575683594,357.962371826172,18,19,6,22,41,23,9,18,23,5,10,105.994583129883,110.677459716797,32.5167999267578,117.00260925293,214.076858520508,118.100128173828,45.5166130065918,89.3034362792969,111.417915344238,23.2644710540771,45.8926124572754,42,46,33,43,36,46,34,25,47,34,51,247.320693969727,267.955963134766,178.842407226563,228.686904907227,187.969924926758,236.200256347656,171.951644897461,124.03254699707,227.680084228516,158.198394775391,234.052322387695,0,0,1,1,0,0,1,0,0,1,2,0,0,5.41946649551392,5.31830024719238,0,0,5.05740165710449,0,0,4.65289402008057,9.17852210998535,9,18,9,17,14,7,3,8,16,8,10,52.9972915649414,104.852333068848,48.7751998901367,90.4111022949219,73.0994186401367,35.9435157775879,15.1722049713135,39.6904144287109,77.5081176757813,37.2231521606445,45.8926124572754,0,1,1,1,1,1,1,2,1,2,0,0,5.82512950897217,5.41946649551392,5.31830024719238,5.22138690948486,5.13478803634644,5.05740165710449,9.92260360717773,4.84425735473633,9.30578804016113,0,69,48,37,43,42,74,47,35,64,54,48,406.312561035156,279.606231689453,200.520263671875,228.686904907227,219.298248291016,379.974334716797,237.697875976563,173.645568847656,310.032470703125,251.256286621094,220.284530639648,4,9,7,5,5,14,8,7,11,24,17,23.5543518066406,52.4261665344238,37.9362678527832,26.5915012359619,26.10693359375,71.8870315551758,40.4592132568359,34.7291145324707,53.2868270874023,111.669456481934,78.0174407958984,21790,5480612.03466797,13398.7011030995
47,Etobicoke City Centre,159,145,157,131,135,154,137,142,156,206,308,239,745.309692382813,774.238098144531,606.481506347656,605.870239257813,670.994750976563,580.016906738281,584.698974609375,620.697875976563,774.581665039063,1075.53161621094,797.224731445313,64,76,103,71,122,118,102,118,189,294,261,328.964263916016,374.790405273438,476.851837158203,318.642852783203,531.567260742188,499.576629638672,419.995056152344,469.502258300781,710.659912109375,1026.64379882813,870.609436035156,6,12,19,13,11,16,17,23,14,17,12,30.8404006958008,59.177433013916,87.9629592895508,58.3430557250977,47.9281959533691,67.7392044067383,69.9991760253906,91.5131530761719,52.6414756774902,59.3637619018555,40.028018951416,57,85,65,56,71,74,56,76,86,69,93,292.983795166016,419.173492431641,300.925933837891,251.323944091797,309.354705810547,313.293823242188,230.585525512695,302.391265869141,323.369049072266,240.947021484375,310.217163085938,2,0,0,0,2,1,0,1,1,3,0,10.2801332473755,0,0,0,8.71421718597412,4.23370027542114,0,3.97883272171021,3.76010537147522,10.4759578704834,0,20,23,21,45,20,21,19,11,43,36,32,102.801338195801,113.423416137695,97.2222213745117,201.956741333008,87.1421737670898,88.9077072143555,78.234375,43.7671585083008,161.684524536133,125.711494445801,106.741386413574,2,1,3,3,1,2,3,3,2,4,2,10.2801332473755,4.93145275115967,13.8888893127441,13.4637823104858,4.35710859298706,8.46740055084229,12.3527956008911,11.9364976882935,7.52021074295044,13.9679431915283,6.67133665084839,135,123,97,92,107,118,148,127,188,188,98,693.908996582031,606.568725585938,449.074066162109,412.889312744141,466.210632324219,499.576629638672,609.404602050781,505.311737060547,706.899780273438,656.493347167969,326.8955078125,33,38,31,27,50,27,23,32,44,59,59,169.622207641602,187.395202636719,143.518524169922,121.174041748047,217.855438232422,114.309906005859,94.7047653198242,127.322647094727,165.444625854492,206.027160644531,196.804428100586,29979,10134665.5534668,17420.268633481
48,Islington,158,89,52,85,73,84,79,79,56,97,136,137,385.298065185547,223.415679931641,357.323028564453,304.534637451172,348.302032470703,326.230590820313,324.528625488281,227.143661499023,379.707183837891,504.245300292969,493.871673583984,27,25,33,24,36,57,50,58,96,174,83,116.888175964355,107.41138458252,138.725402832031,100.120979309082,149.27229309082,235.381561279297,205.397857666016,235.255935668945,375.792694091797,645.137390136719,299.206909179688,14,12,7,6,5,7,13,8,4,8,9,60.6086845397949,51.5574645996094,29.4266014099121,25.0302448272705,20.7322635650635,28.9065074920654,53.4034423828125,32.4490966796875,15.6580286026001,29.6614875793457,32.4441223144531,54,58,40,40,48,51,43,44,53,58,94,233.776351928711,249.194412231445,168.152008056641,166.868301391602,199.029724121094,210.604553222656,176.642150878906,178.470031738281,207.468872070313,215.045791625977,338.86083984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,20,25,15,15,16,11,26,12,18,82.2546463012695,55.8539199829102,84.0760040283203,104.292686462402,62.1967887878418,61.9425163269043,65.7273101806641,44.6175079345703,101.777183532715,44.4922332763672,64.8882446289063,0,4,3,0,2,3,1,1,0,0,0,0,17.1858215332031,12.611400604248,0,8.29290580749512,12.388503074646,4.1079568862915,4.05613708496094,0,0,0,76,104,54,66,73,73,72,38,74,47,47,329.018585205078,446.831359863281,227.005218505859,275.332702636719,302.691040039063,301.453582763672,295.772918701172,154.133209228516,289.673522949219,174.261245727539,169.430419921875,2,7,6,6,5,8,7,6,8,13,15,8.6583833694458,30.0751876831055,25.2228012084961,25.0302448272705,20.7322635650635,33.0360107421875,28.7556991577148,24.3368225097656,31.3160572052002,48.1999168395996,54.0735397338867,27740,6105215.07104492,13591.2857804698
49,Bendale South,157,59,71,78,101,71,68,79,61,39,73,76,549.757751464844,659.912658691406,708.318176269531,913.1181640625,639.121459960938,609.264404296875,705.231201171875,539.012084960938,343.400543212891,628.119079589844,656.53076171875,10,12,8,11,15,20,8,15,22,24,33,93.1792755126953,111.534530639648,72.6480178833008,99.4485092163086,135.025650024414,179.195419311523,71.4158172607422,132.543960571289,193.713134765625,206.504898071289,285.072570800781,4,2,7,2,0,1,0,3,3,2,0,37.2717094421387,18.5890884399414,63.5670166015625,18.0815486907959,0,8.95977020263672,0,26.5087928771973,26.4154262542725,17.2087421417236,0,26,28,28,35,18,21,11,4,8,15,14,242.26611328125,260.247222900391,254.26806640625,316.427093505859,162.030792236328,188.155181884766,98.1967468261719,35.3450546264648,70.4411392211914,129.065567016602,120.939872741699,1,0,1,0,0,0,0,0,0,0,0,9.31792736053467,0,9.0810022354126,0,0,0,0,0,0,0,0,15,17,14,13,5,6,3,7,5,20,10,139.768920898438,158.007247924805,127.134033203125,117.530059814453,45.0085525512695,53.7586250305176,26.7809314727783,61.8538475036621,44.0257110595703,172.087417602539,86.385627746582,1,0,2,1,0,0,3,2,1,1,1,9.31792736053467,0,18.1620044708252,9.04077434539795,0,0,26.7809314727783,17.6725273132324,8.80514240264893,8.60437107086182,8.63856220245361,15,29,16,46,26,37,24,26,28,24,14,139.768920898438,269.541778564453,145.296035766602,415.875610351563,234.044464111328,331.511505126953,214.247451782227,229.742858886719,246.543975830078,206.504898071289,120.939872741699,2,2,4,3,0,1,1,0,1,2,2,18.6358547210693,18.5890884399414,36.3240089416504,27.1223220825195,0,8.95977020263672,8.92697715759277,0,8.80514240264893,17.2087421417236,17.2771244049072,11576,2543590.73510742,7242.17363603241
50,Caledonia-Fairbank,109,56,55,58,67,57,69,50,64,59,62,54,546.288146972656,537.739562988281,564.476867675781,650.169799804688,551.52392578125,666.151794433594,481.417297363281,610.395812988281,559.772277832031,573.755310058594,500.695404052734,9,4,10,6,11,9,8,8,25,34,33,87.7963104248047,39.1083297729492,97.323600769043,58.2241630554199,106.434448242188,86.8893585205078,77.0267639160156,76.2994766235352,237.191650390625,314.640014648438,305.980529785156,3,1,5,3,3,0,4,3,2,9,5,29.265438079834,9.7770824432373,48.6618003845215,29.11208152771,29.0275764465332,0,38.5133819580078,28.6123027801514,18.9753322601318,83.2870635986328,46.3606872558594,28,18,13,10,9,9,10,10,6,14,10,273.144073486328,175.987487792969,126.520683288574,97.0402679443359,87.0827255249023,86.8893585205078,96.2834548950195,95.3743438720703,56.9259948730469,129.557647705078,92.7213745117188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.25411796569824,0,11,9,12,9,9,15,7,2,4,3,5,107.306602478027,87.9937438964844,116.78832244873,87.3362426757813,87.0827255249023,144.81559753418,67.3984222412109,19.0748691558838,37.9506645202637,27.7623538970947,46.3606872558594,0,1,0,1,2,0,2,2,0,2,0,0,9.7770824432373,0,9.70402717590332,19.3517169952393,0,19.2566909790039,19.0748691558838,0,18.5082359313965,0,15,11,11,20,20,21,19,20,23,10,26,146.327194213867,107.547904968262,107.055961608887,194.080535888672,193.517181396484,202.741836547852,182.938568115234,190.748687744141,218.216323852539,92.5411834716797,241.075561523438,5,1,1,1,1,2,2,5,2,2,1,48.7757301330566,9.7770824432373,9.73235988616943,9.70402717590332,9.67585849761963,19.3087463378906,19.2566909790039,47.6871719360352,18.9753322601318,18.5082359313965,9.27213764190674,10785,1544557.65722656,4956.20458595366
51,Briar Hill-Belgravia,108,79,92,81,75,93,88,83,71,101,91,108,534.976623535156,626.105895996094,550.98291015625,506.859497070313,625.0419921875,588.156677246094,551.421752929688,465.329650878906,643.189208984375,552.083984375,641.254028320313,18,15,18,13,39,21,39,28,54,37,45,121.893409729004,102.082481384277,122.440650939941,87.8556442260742,262.114379882813,140.355560302734,259.101776123047,183.510284423828,343.883331298828,224.473693847656,267.189178466797,23,11,7,7,13,3,13,1,5,5,9,155.752685546875,74.8604888916016,47.6158065795898,47.306884765625,87.3714599609375,20.0507946014404,86.3672637939453,6.55393886566162,31.8410491943359,30.3342838287354,53.4378356933594,43,30,31,31,33,49,46,40,26,38,46,291.189819335938,204.164962768555,210.870010375977,209.501922607422,221.789093017578,327.496337890625,305.607238769531,262.157562255859,165.573455810547,230.540557861328,273.126708984375,0,0,0,1,0,0,0,1,1,0,2,0,0,0,6.75812673568726,0,0,0,6.55393886566162,6.36820983886719,0,11.8750743865967,25,13,28,23,25,31,10,16,15,23,8,169.296401977539,88.4714813232422,190.463226318359,155.436920166016,168.022048950195,207.191558837891,66.4363555908203,104.863021850586,95.5231475830078,139.537704467773,47.5002975463867,0,0,2,4,1,4,2,0,8,1,1,0,0,13.6045169830322,27.032506942749,6.72088193893433,26.7343940734863,13.2872705459595,0,50.9456787109375,6.0668568611145,5.93753719329834,32,36,32,33,33,36,66,60,43,53,65,216.699401855469,244.997955322266,217.672271728516,223.018173217773,221.789093017578,240.60954284668,438.479949951172,393.236328125,273.833038330078,321.543395996094,385.939910888672,9,3,4,4,4,6,8,3,7,8,13,60.946704864502,20.4164962768555,27.2090339660645,27.032506942749,26.8835277557373,40.1015892028809,53.1490821838379,19.6618175506592,44.5774688720703,48.534854888916,77.1879806518555,16842,1827724.55981445,6289.0499925237
52,Oakwood Village,107,104,134,136,116,126,155,116,98,154,107,137,477.611938476563,617.426147460938,622.36865234375,531.988098144531,579.203796386719,714.582092285156,536.019592285156,450.429748535156,701.019653320313,472.427032470703,602.966430664063,18,11,24,10,28,38,24,28,64,59,49,82.6636047363281,50.6842384338379,109.829765319824,45.8610420227051,128.711959838867,175.187866210938,110.900604248047,128.694213867188,291.332855224609,260.497161865234,215.659515380859,15,20,17,14,6,12,13,11,12,10,9,68.8863372802734,92.1531600952148,77.7960815429688,64.2054595947266,27.5811347961426,55.3224830627441,60.071159362793,50.5584411621094,54.6249084472656,44.1520614624023,39.6109313964844,25,29,23,41,19,49,32,35,39,36,47,114.810562133789,133.622085571289,105.253524780273,188.0302734375,87.3402557373047,225.900146484375,147.867477416992,160.867767333984,177.530960083008,158.947418212891,206.857086181641,2,0,0,0,0,2,2,0,0,0,2,9.18484497070313,0,0,0,0,9.22041416168213,9.24171733856201,0,0,0,8.80242919921875,33,18,31,25,18,41,22,12,22,13,15,151.549942016602,82.9378433227539,141.86344909668,114.652603149414,82.7434005737305,189.018493652344,101.658889770508,55.1546630859375,100.145668029785,57.3976783752441,66.0182189941406,1,3,11,2,10,13,6,3,3,2,4,4.59242248535156,13.8229742050171,50.3386421203613,9.17220783233643,45.9685592651367,59.932689666748,27.7251510620117,13.7886657714844,13.6562271118164,8.83041191101074,17.6048583984375,26,39,26,62,35,50,48,55,47,45,27,119.402984619141,179.698654174805,118.982246398926,284.338439941406,160.889953613281,230.510345458984,221.801208496094,252.792205810547,213.947555541992,198.684265136719,118.832794189453,2,2,2,5,2,2,3,8,5,3,10,9.18484497070313,9.21531581878662,9.15248012542725,22.9305210113525,9.19371128082275,9.22041416168213,13.8625755310059,36.769775390625,22.7603778839111,13.2456178665161,44.0121459960938,22721,2219372.56640625,6334.9036099945
53,Humewood-Cedarvale,106,34,49,53,41,44,45,42,49,39,53,49,231.339721679688,333.832946777344,357.287322998047,277.627288818359,299.360443115234,307.713348388672,288.699462890625,336.33056640625,263.246704101563,345.299377441406,316.619293212891,11,5,17,22,21,16,26,34,56,54,32,74.8452072143555,34.0645866394043,114.601593017578,148.970748901367,142.876586914063,109.409187316895,178.718719482422,233.372222900391,377.995269775391,351.814453125,206.771774291992,27,51,18,13,19,13,29,16,23,13,16,183.710968017578,347.458770751953,121.34285736084,88.0281677246094,129.269287109375,88.8949661254883,199.340118408203,109.822227478027,155.248062133789,84.6960678100586,103.385887145996,31,39,27,39,34,28,49,19,32,38,29,210.927398681641,265.703765869141,182.014297485352,264.084503173828,231.323989868164,191.466079711914,336.816070556641,130.41389465332,215.997299194336,247.573135375977,187.386917114258,0,1,0,1,0,0,0,0,0,0,0,0,6.81291723251343,0,6.77139759063721,0,0,0,0,0,0,0,4,10,5,7,4,11,6,3,5,1,2,27.216438293457,68.1291732788086,33.7063484191895,47.3997840881348,27.2145862579346,75.2188186645508,41.2427825927734,20.591667175293,33.7495765686035,6.51508235931396,12.9232358932495,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.77139759063721,0,0,0,0,6.749915599823,0,0,82,58,40,34,59,48,62,39,38,26,29,557.93701171875,395.149200439453,269.650787353516,230.227523803711,401.415161132813,328.227569580078,426.175415039063,267.691680908203,256.496795654297,169.392135620117,187.386917114258,3,3,5,5,7,3,6,2,2,3,10,20.4123287200928,20.4387512207031,33.7063484191895,33.8569869995117,47.6255264282227,20.5142230987549,41.2427825927734,13.7277784347534,13.499831199646,19.5452480316162,64.6161804199219,15476,1871170.0637207,6036.12881602337
54,Lawrence Park North,105,27,26,24,36,22,37,46,44,35,32,58,178.950164794922,172.918334960938,160.053344726563,239.457229614258,145.995086669922,244.951995849609,303.911193847656,287.920440673828,224.043014526367,196.548126220703,351.068328857422,23,22,14,27,39,18,23,46,84,82,39,152.439025878906,146.315505981445,93.3644561767578,179.592926025391,258.809478759766,119.165840148926,151.955596923828,301.007720947266,537.703247070313,503.654571533203,236.063186645508,8,10,14,20,14,23,17,19,13,6,5,53.0222702026367,66.5070495605469,93.3644561767578,133.031799316406,92.9059677124023,152.267456054688,112.315010070801,124.329277038574,83.2159805297852,36.8527717590332,30.2645111083984,35,35,27,29,13,23,19,20,29,33,35,231.972427368164,232.774673461914,180.060012817383,192.896102905273,86.2698287963867,152.267456054688,125.528541564941,130.872924804688,185.635635375977,202.690246582031,211.851577758789,1,0,0,0,0,0,0,0,0,0,0,6.62778377532959,0,0,0,0,0,0,0,0,0,0,0,6,4,6,2,7,12,8,6,6,11,0,39.9042282104492,26.67555809021,39.909538269043,13.2722806930542,46.3422698974609,79.2811813354492,52.3491706848145,38.4073753356934,36.8527717590332,66.5819244384766,1,0,0,0,0,0,0,0,1,0,0,6.62778377532959,0,0,0,0,0,0,0,6.40122890472412,0,0,63,35,23,38,39,56,46,27,28,33,29,417.550384521484,232.774673461914,153.384460449219,252.760406494141,258.809478759766,370.738159179688,303.911193847656,176.678451538086,179.234405517578,202.690246582031,175.534164428711,4,5,3,6,4,4,1,1,3,7,9,26.5111351013184,33.2535247802734,20.0066680908203,39.909538269043,26.5445613861084,26.4812984466553,6.60676527023315,6.54364633560181,19.2036876678467,42.9949035644531,54.4761199951172,16521,2289920.91503906,6540.33799081589
55,Lawrence Park South,103,15,30,18,21,13,25,24,30,31,33,31,94.8047027587891,190.367416381836,115.295928955078,134.736297607422,83.5207214355469,160.926940917969,154.649139404297,192.122955322266,194.332992553711,198.675491333008,183.965347290039,15,28,20,16,29,27,30,62,101,123,49,94.8047027587891,177.676254272461,128.106582641602,102.656227111816,186.315444946289,173.80110168457,193.311431884766,397.054107666016,633.149475097656,740.517761230469,290.783935546875,6,11,12,18,14,11,32,17,7,6,5,37.9218826293945,69.801383972168,76.8639526367188,115.488258361816,89.9453887939453,70.8078536987305,206.198852539063,108.869674682617,43.8816452026367,36.1228179931641,29.6718292236328,68,47,44,48,36,57,58,26,35,58,56,429.781311035156,298.242279052734,281.83447265625,307.968688964844,231.288146972656,366.913421630859,373.735412597656,166.506561279297,219.408218383789,349.187225341797,332.324493408203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.93436574935913,3,6,2,5,5,15,12,7,8,7,14,18.9609413146973,38.0734825134277,12.810658454895,32.0800704956055,32.1233520507813,96.5561599731445,77.3245697021484,44.8286895751953,50.1504516601563,42.1432876586914,83.0811233520508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,25,33,29,55,50,27,40,22,18,316.015686035156,126.911605834961,160.133224487305,211.728469848633,186.315444946289,354.039276123047,322.185699462891,172.910659790039,250.752258300781,132.450332641602,106.818588256836,5,3,1,2,3,8,12,2,5,6,14,31.6015682220459,19.0367412567139,6.40532922744751,12.8320283889771,19.2740116119385,51.4966201782227,77.3245697021484,12.8081970214844,31.3440322875977,36.1228179931641,83.0811233520508,16851,3242395.98486328,9777.80193527985
