OBJECTID,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,POPULATION_2024,Shape__Area,Shape__Length
84,Regent Park,72,103,112,129,126,141,178,150,185,126,160,165,938.667663574219,1015.68878173828,1150.24523925781,1074.71850585938,1160.78039550781,1417.98779296875,1155.53503417969,1366.42297363281,869.745300292969,1014.64898681641,988.852905273438,9,14,3,10,10,24,11,9,11,14,14,82.0195007324219,126.961097717285,26.7498893737793,85.2951202392578,82.3248519897461,191.189361572266,84.7392349243164,66.4746322631836,75.9301452636719,88.7817840576172,83.9026718139648,31,28,39,40,45,48,30,14,15,27,19,282.511627197266,253.92219543457,347.748565673828,341.180480957031,370.461853027344,382.378723144531,231.107009887695,103.404975891113,103.541107177734,171.222015380859,113.86791229248,33,30,25,29,28,65,28,32,25,40,28,300.738189697266,272.059478759766,222.915740966797,247.355850219727,230.50959777832,517.804504394531,215.69987487793,236.354232788086,172.568511962891,253.662246704102,167.80534362793,1,0,1,4,2,1,1,1,0,0,2,9.11327838897705,0,8.91662979125977,34.118049621582,16.4649715423584,7.96622323989868,7.7035665512085,7.38606977462769,0,0,11.9860963821411,22,17,19,19,33,19,16,16,12,20,26,200.492111206055,154.167037963867,169.415954589844,162.060729980469,271.672027587891,151.358245849609,123.257064819336,118.177116394043,82.8328857421875,126.831123352051,155.819244384766,6,4,8,9,10,6,7,2,4,2,5,54.6796684265137,36.2745971679688,71.3330383300781,76.7656097412109,82.3248519897461,47.7973403930664,53.9249687194824,14.7721395492554,27.6109619140625,12.6831121444702,29.9652404785156,57,61,48,38,70,59,42,22,27,34,18,519.456848144531,553.187622070313,427.998229980469,324.121459960938,576.273986816406,470.007171630859,323.5498046875,162.493530273438,186.373992919922,215.612915039063,107.874862670898,8,5,3,2,5,5,4,6,5,8,5,72.9062271118164,45.3432502746582,26.7498893737793,17.059024810791,41.162425994873,39.8311157226563,30.814266204834,44.3164176940918,34.5137023925781,50.7324485778809,29.9652404785156,16686,650277.03125,3258.90032155151
85,Cabbagetown-South St.James Town,71,88,103,132,103,114,144,137,125,134,133,138,758.228515625,896.431701660156,1093.71118164063,859.909851074219,959.27294921875,1220.5458984375,1169.34106445313,1067.55493164063,1118.53088378906,1064.51098632813,1088.67150878906,8,7,10,6,18,23,15,5,18,19,14,68.9298629760742,60.9225425720215,82.8569030761719,50.0918350219727,151.464157104492,194.948303222656,128.030044555664,42.7021942138672,150.250411987305,152.072998046875,110.444938659668,65,71,65,50,88,59,49,38,36,31,28,560.055114746094,617.928649902344,538.569885253906,417.431945800781,740.491394042969,500.084747314453,418.231475830078,324.536682128906,300.500823974609,248.119094848633,220.889877319336,72,68,51,58,41,111,70,68,65,53,49,620.368774414063,591.818969726563,422.570220947266,484.221069335938,345.001678466797,940.83740234375,597.473510742188,580.749877929688,542.570922851563,424.20361328125,386.557281494141,2,0,0,0,0,0,1,1,0,0,0,17.2324657440186,0,0,0,0,0,8.5353364944458,8.54043865203857,0,0,0,11,17,27,41,37,18,15,14,22,14,29,94.778564453125,147.954742431641,223.713653564453,342.294219970703,311.342987060547,152.568237304688,128.030044555664,119.566146850586,183.639404296875,112.053787231445,228.778793334961,1,1,0,1,1,2,0,0,0,1,0,8.61623287200928,8.70322036743164,0,8.34863948822021,8.41467475891113,16.9520263671875,0,0,0,8.00384140014648,0,75,117,108,104,109,78,55,50,51,46,35,646.217468261719,1018.27673339844,894.854614257813,868.258483886719,917.199584960938,661.129028320313,469.443481445313,427.021942138672,425.709503173828,368.176727294922,276.112335205078,3,5,7,7,6,4,3,7,9,6,8,25.8486995697021,43.5161018371582,57.9998359680176,58.4404754638672,50.4880523681641,33.904052734375,25.6060085296631,59.783073425293,75.1252059936523,48.0230522155762,63.1113929748535,12676,1417918.51928711,5759.06262752587
86,South Riverdale,70,209,202,228,236,292,250,214,224,300,330,305,764.727416992188,730.428466796875,789.966064453125,813.933410644531,1003.36749267578,855.549072265625,729.056640625,753.244995117188,994.530090332031,1057.42114257813,969.731628417969,19,23,27,36,37,38,40,48,77,82,88,69.5206756591797,83.1676025390625,93.5486068725586,124.159339904785,127.139030456543,130.04345703125,136.272277832031,161.409637451172,255.262725830078,262.753143310547,279.791442871094,68,91,129,114,135,72,112,94,52,85,51,248.810836791992,329.054412841797,446.954467773438,393.171234130859,463.885650634766,246.398132324219,381.562347412109,316.093872070313,172.385208129883,272.366058349609,162.15185546875,88,98,150,93,91,132,143,135,101,96,94,321.990478515625,354.366302490234,519.714477539063,320.744964599609,312.693298339844,451.729919433594,487.173370361328,453.964630126953,334.825134277344,307.613433837891,298.868103027344,1,0,3,5,2,0,0,2,1,1,0,3.65898275375366,0,10.3942899703979,17.2443523406982,6.87237977981567,0,0,6.72540187835693,3.31510019302368,3.20430660247803,0,55,42,45,66,36,35,36,31,39,43,41,201.244049072266,151.871276855469,155.914352416992,227.625457763672,123.702835083008,119.776870727539,122.645042419434,104.243728637695,129.288909912109,137.785186767578,130.357376098633,2,0,7,9,4,6,3,2,6,3,4,7.31796550750732,0,24.2533435821533,31.0398349761963,13.7447595596313,20.5331783294678,10.2204208374023,6.72540187835693,19.8906021118164,9.61291980743408,12.7177925109863,214,149,149,121,164,158,137,124,80,90,108,783.022338867188,538.781433105469,516.249755859375,417.313323974609,563.53515625,540.70703125,466.732543945313,416.974914550781,265.2080078125,288.387603759766,343.380401611328,18,17,22,25,23,21,22,21,22,26,28,65.861686706543,61.4717063903809,76.2247924804688,86.2217636108398,79.0323715209961,71.8661270141602,74.9497528076172,70.6167221069336,72.9322052001953,83.3119735717773,89.024543762207,31452,11030185.232666,42678.1504457333
87,Blake-Jones,69,72,65,64,61,63,68,57,47,48,77,60,900,817.09619140625,803.212829589844,769.618957519531,798.985412597656,866.904663085938,729.553283691406,599.566284179688,606.903503417969,945.945922851563,735.564575195313,4,3,5,6,10,8,7,5,9,6,5,50,37.7121315002441,62.7510032653809,75.7002258300781,126.823081970215,101.988784790039,89.5942687988281,63.7836456298828,113.794410705566,73.710075378418,61.297046661377,12,15,11,16,6,18,20,19,6,11,13,150,188.560653686523,138.052215576172,201.867279052734,76.0938491821289,229.474761962891,255.983612060547,242.377853393555,75.8629379272461,135.135131835938,159.372314453125,20,28,23,17,27,18,27,27,23,34,13,250,351.979888916016,288.654632568359,214.483978271484,342.422332763672,229.474761962891,345.577880859375,344.431701660156,290.807952880859,417.6904296875,159.372314453125,0,0,1,0,0,0,0,0,1,1,2,0,0,12.5502004623413,0,0,0,0,0,12.6438236236572,12.2850122451782,24.5188179016113,11,11,11,14,13,9,4,13,10,11,17,137.5,138.277816772461,138.052215576172,176.633865356445,164.870010375977,114.737380981445,51.1967239379883,165.837478637695,126.438232421875,135.135131835938,208.409957885742,1,1,4,2,2,2,2,1,2,4,1,12.5,12.5707101821899,50.2008018493652,25.2334098815918,25.364616394043,25.4971961975098,25.5983619689941,12.7567291259766,25.2876472473145,49.1400489807129,12.2594089508057,28,17,21,17,9,22,26,13,14,15,21,350,213.702072143555,263.554229736328,214.483978271484,114.140769958496,280.469146728516,332.778717041016,165.837478637695,177.013534545898,184.275177001953,257.447601318359,1,1,0,2,1,4,5,2,1,3,4,12.5,12.5707101821899,0,25.2334098815918,12.6823081970215,50.9943923950195,63.9959030151367,25.5134582519531,12.6438236236572,36.855037689209,49.0376358032227,8157,941209.260253906,4042.83762584962
88,North Riverdale,68,44,64,53,58,55,71,34,57,78,79,63,359.771057128906,528.357971191406,427.93701171875,472.428131103516,451.745391845703,588.625427246094,283.972259521484,476.230255126953,651.574645996094,645.688598632813,517.921752929688,10,8,5,9,11,20,13,13,29,27,24,81.7661514282227,66.0447463989258,40.3714179992676,73.3078079223633,90.3490753173828,165.809982299805,108.57763671875,108.613922119141,242.252105712891,220.678375244141,197.303512573242,27,24,30,26,46,38,36,17,21,15,15,220.768600463867,198.134231567383,242.228500366211,211.778121948242,377.823394775391,315.038970947266,300.676513671875,142.033584594727,175.423934936523,122.599098205566,123.314697265625,43,51,41,28,33,43,34,32,30,32,21,351.594451904297,421.035247802734,331.045623779297,228.068740844727,271.047241210938,356.491455078125,283.972259521484,267.357330322266,250.60563659668,261.544738769531,172.640579223633,0,0,1,1,0,0,0,1,0,1,0,0,0,8.07428359985352,8.14531230926514,0,0,0,8.3549165725708,0,8.17327308654785,0,22,31,33,24,19,23,15,5,11,8,9,179.885528564453,255.923385620117,266.451354980469,195.487503051758,156.057495117188,190.68147277832,125.281883239746,41.774585723877,91.8887329101563,65.3861846923828,73.9888229370117,0,0,2,0,0,1,0,1,0,2,1,0,0,16.148567199707,0,0,8.29049873352051,0,8.3549165725708,0,16.3465461730957,8.22097969055176,50,44,49,40,33,55,37,32,29,20,26,408.830749511719,363.24609375,395.639892578125,325.8125,271.047241210938,455.977447509766,309.028656005859,267.357330322266,242.252105712891,163.465469360352,213.745483398438,3,2,6,4,5,4,2,0,3,3,5,24.5298442840576,16.5111865997314,48.4457015991211,32.5812492370605,41.0677604675293,33.161994934082,16.7042503356934,0,25.0605621337891,24.5198192596436,41.1049003601074,12164,1786063.19213867,5475.70847607407
89,Playter Estates-Danforth,67,55,43,71,76,56,82,75,57,97,108,110,713.266784667969,557.717224121094,892.744873046875,958.265014648438,708.054138183594,1039.685546875,952.986022949219,719.878784179688,1218.13391113281,1320.29345703125,1345.23669433594,5,9,9,6,10,10,7,8,19,33,17,64.8424301147461,116.731513977051,113.164840698242,75.6525039672852,126.438232421875,126.790924072266,88.9453659057617,101.035614013672,238.603546142578,403.422973632813,207.900207519531,21,9,15,16,14,11,32,26,27,11,12,272.338226318359,116.731513977051,188.60807800293,201.740005493164,177.013534545898,139.470016479492,406.607360839844,328.365753173828,339.068176269531,134.474334716797,146.753082275391,36,40,24,15,24,35,50,41,31,25,41,466.865509033203,518.806762695313,301.772918701172,189.131256103516,303.451751708984,443.768218994141,635.324035644531,517.807556152344,389.300506591797,305.623474121094,501.406372070313,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25.2876472473145,0,0,0,0,0,0,16,15,12,6,7,10,7,12,14,19,13,207.495788574219,194.552536010742,150.886459350586,75.6525039672852,88.5067672729492,126.790924072266,88.9453659057617,151.553421020508,175.813140869141,232.273834228516,158.982513427734,0,0,0,2,1,2,1,1,1,2,0,0,0,0,25.2175006866455,12.6438236236572,25.3581848144531,12.7064800262451,12.629451751709,12.5580806732178,24.449878692627,0,38,24,13,24,20,67,31,34,43,26,37,492.802490234375,311.284057617188,163.460327148438,302.610015869141,252.87646484375,849.499145507813,393.90087890625,429.4013671875,539.997497558594,317.848419189453,452.488677978516,0,2,3,2,2,7,7,2,4,0,2,0,25.9403381347656,37.7216148376465,25.2175006866455,25.2876472473145,88.7536468505859,88.9453659057617,25.258903503418,50.2323226928711,0,24.4588470458984,8177,887588.452148438,4501.78910920767
90,Danforth,66,93,103,76,85,111,96,62,92,129,137,125,941.486145019531,1042.82678222656,762.745910644531,858.152465820313,1126.6748046875,979.691833496094,635.767028808594,941.176452636719,1319.55810546875,1373.708984375,1260.97045898438,11,7,6,6,14,10,9,22,24,26,24,111.358573913574,70.8717193603516,60.2167816162109,60.5754661560059,142.103118896484,102.051231384277,92.2887649536133,225.063934326172,245.499176025391,260.703887939453,242.106323242188,10,11,28,10,24,28,40,66,32,13,16,101.235069274902,111.369850158691,281.011627197266,100.959114074707,243.605361938477,285.743438720703,410.172271728516,675.191833496094,327.332244873047,130.351943969727,161.404220581055,39,40,41,29,30,40,40,51,58,24,13,394.816772460938,404.981262207031,411.481323242188,292.781433105469,304.506713867188,408.204925537109,410.172271728516,521.739135742188,593.289672851563,240.649749755859,131.140930175781,1,1,1,1,1,0,1,0,0,0,0,10.1235065460205,10.1245317459106,10.0361299514771,10.095911026001,10.1502237319946,0,10.2543067932129,0,0,0,0,18,21,21,34,38,21,17,12,24,20,24,182.223129272461,212.615173339844,210.758728027344,343.260986328125,385.70849609375,214.307586669922,174.323211669922,122.762145996094,245.499176025391,200.541458129883,242.106323242188,0,2,1,1,1,1,1,0,2,2,0,0,20.2490634918213,10.0361299514771,10.095911026001,10.1502237319946,10.2051229476929,10.2543067932129,0,20.4582653045654,20.0541458129883,0,44,69,20,16,34,59,60,51,41,28,32,445.434295654297,698.592712402344,200.722595214844,161.534576416016,345.107604980469,602.102233886719,615.258422851563,521.739135742188,419.394439697266,280.758056640625,322.808441162109,3,5,4,3,5,4,2,5,3,5,4,30.3705196380615,50.6226577758789,40.1445198059082,30.2877330780029,50.7511177062988,40.8204917907715,20.5086135864258,51.1508941650391,30.6873970031738,50.1353645324707,40.3510551452637,9913,1119675.31640625,6233.29023224189
91,Greenwood-Coxwell,65,112,136,100,74,121,126,118,109,113,129,120,755.327758789063,916.998168945313,671.321166992188,498.014678955078,816.629577636719,853.022827148438,800.705688476563,735.442932128906,753.534301757813,832.043334960938,769.971130371094,16,17,12,13,19,27,28,18,23,30,45,107.903968811035,114.624771118164,80.5585403442383,87.4890670776367,128.231079101563,182.790603637695,189.997970581055,121.449295043945,153.374237060547,193.498458862305,288.739166259766,16,24,37,27,26,39,56,61,32,16,20,107.903968811035,161.823211669922,248.388824462891,181.708053588867,175.47412109375,264.030883789063,379.995941162109,411.578155517578,213.390243530273,103.199172973633,128.328521728516,48,34,62,33,38,48,41,38,35,22,45,323.711883544922,229.249542236328,416.219116210938,222.087631225586,256.462158203125,324.961059570313,278.211303710938,256.392944335938,233.395568847656,141.898864746094,288.739166259766,2,0,0,0,1,0,0,0,1,1,0,13.4879961013794,0,0,0,6.74900436401367,0,0,0,6.66844511032104,6.44994831085205,0,16,20,14,23,20,11,22,14,32,7,11,107.903968811035,134.852676391602,93.9849624633789,154.788345336914,134.980087280273,74.4702453613281,149.284118652344,94.460563659668,213.390243530273,45.1496391296387,70.5806884765625,2,1,1,1,0,5,2,2,1,0,3,13.4879961013794,6.74263381958008,6.71321153640747,6.7299280166626,0,33.8501129150391,13.5712833404541,13.4943656921387,6.66844511032104,0,19.2492790222168,52,61,58,36,65,99,98,59,40,36,49,350.687896728516,411.300659179688,389.366271972656,242.277404785156,438.685302734375,670.232238769531,664.992858886719,398.083801269531,266.73779296875,232.198135375977,314.404876708984,4,7,7,8,6,5,4,7,7,3,5,26.9759922027588,47.1984367370605,46.9924812316895,53.8394241333008,40.494026184082,33.8501129150391,27.1425666809082,47.230281829834,46.6791152954102,19.3498458862305,32.0821304321289,15585,1675165.80297852,6843.0068886632
92,Woodbine Corridor,64,87,72,83,79,90,97,71,73,109,100,105,692.730285644531,568.181823730469,641.719482421875,612.688049316406,700.552673339844,757.5166015625,557.212341308594,571.741882324219,843.849182128906,751.1455078125,786.399047851563,6,9,10,5,9,8,11,13,18,32,21,47.7745056152344,71.0227279663086,77.3156051635742,38.7777252197266,70.0552673339844,62.4755935668945,86.3286743164063,101.817039489746,139.35124206543,240.366561889648,157.279815673828,5,14,29,18,20,24,31,19,14,9,10,39.8120880126953,110.479797363281,224.215240478516,139.599807739258,155.678375244141,187.426788330078,243.289901733398,148.809524536133,108.384300231934,67.6030960083008,74.895149230957,32,25,52,30,24,33,34,31,23,25,21,254.79736328125,197.285354614258,402.041137695313,232.666351318359,186.814041137695,257.711822509766,266.834106445313,242.794479370117,178.059921264648,187.786376953125,157.279815673828,0,3,0,0,0,0,1,1,1,0,0,0,23.6742420196533,0,0,0,0,7.84806156158447,7.83208036422729,7.74173593521118,0,0,10,16,9,18,24,12,6,8,8,7,5,79.6241760253906,126.262626647949,69.5840454101563,139.599807739258,186.814041137695,93.7133941650391,47.0883674621582,62.6566429138184,61.9338874816895,52.5801849365234,37.4475746154785,0,1,1,0,0,2,0,0,1,1,0,0,7.89141416549683,7.73156023025513,0,0,15.6188983917236,0,0,7.74173593521118,7.51145505905151,0,40,35,28,38,80,68,54,33,24,34,20,318.496704101563,276.199493408203,216.483688354492,294.710723876953,622.713500976563,531.042541503906,423.795318603516,258.458648681641,185.801651000977,255.389465332031,149.790298461914,2,3,6,3,7,3,4,2,5,3,2,15.9248352050781,23.6742420196533,46.3893623352051,23.2666358947754,54.4874305725098,23.4283485412598,31.3922462463379,15.6641607284546,38.7086791992188,22.5343647003174,14.9790296554565,13352,1595664.3737793,5428.02138814825
93,The Beaches,63,85,105,79,115,99,82,87,93,117,114,141,386.328521728516,477.424621582031,356.240966796875,517.924682617188,445.604705810547,368.854309082031,391.222229003906,414.974792480469,517.447265625,490.322570800781,605.670104980469,8,24,7,11,31,20,23,30,54,59,59,36.3603324890137,109.125633239746,31.5656566619873,49.5406227111816,139.532791137695,89.9644622802734,103.426567077637,133.862838745117,238.821807861328,253.763442993164,253.436431884766,54,18,89,31,37,37,47,21,21,25,8,245.432235717773,81.8442230224609,401.334777832031,139.614486694336,166.539138793945,166.434265136719,211.349945068359,93.703987121582,92.8751525878906,107.526878356934,34.3642616271973,45,42,77,34,43,58,64,39,43,39,30,204.52685546875,190.969848632813,347.222229003906,153.125564575195,193.545486450195,260.896942138672,287.795654296875,174.021682739258,190.172927856445,167.741928100586,128.865982055664,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.30107545852661,4.29553270339966,17,11,16,48,12,16,6,17,20,18,11,77.2657012939453,50.0159149169922,72.1500701904297,216.177261352539,54.0126914978027,71.9715728759766,26.9808444976807,75.8556060791016,88.452522277832,77.4193572998047,47.2508583068848,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,8.99644660949707,0,0,0,0,8.59106540679932,68,97,65,63,98,53,60,48,50,49,35,309.062805175781,441.049438476563,293.109680175781,283.732666015625,441.103668212891,238.405822753906,269.808441162109,214.180541992188,221.131301879883,210.752685546875,150.343643188477,8,5,3,8,6,9,10,7,8,16,3,36.3603324890137,22.7345066070557,13.5281381607056,36.0295448303223,27.0063457489014,40.4840087890625,44.9680709838867,31.2346611022949,35.3810081481934,68.8172073364258,12.8865976333618,23280,3595720.48486328,11297.1740986166
94,East End-Danforth,62,179,194,172,173,185,185,145,184,219,217,199,830.279724121094,899.313903808594,780.85986328125,779.419738769531,827.296325683594,821.601440429688,639.527160644531,800.347961425781,937.821166992188,896.879516601563,815.908142089844,20,14,23,25,31,21,28,39,41,51,44,92.768684387207,64.8989410400391,104.417304992676,112.632904052734,138.628036499023,93.2628707885742,123.494903564453,169.638977050781,175.573822021484,210.787353515625,180.401809692383,40,46,51,38,45,31,49,42,45,27,24,185.537368774414,213.239379882813,231.534027099609,171.202011108398,201.234237670898,137.673751831055,216.116088867188,182.688125610352,192.702987670898,111.593307495117,98.4009857177734,80,90,77,63,79,62,61,67,69,44,64,371.074737548828,417.207489013672,349.570983886719,283.834930419922,353.277893066406,275.347503662109,269.04248046875,291.431060791016,295.477905273438,181.855758666992,262.402618408203,3,0,0,0,1,0,0,2,0,2,0,13.9153022766113,0,0,0,4.47187185287476,0,0,8.69943428039551,0,8.26617050170898,0,34,34,42,42,32,27,27,28,24,17,31,157.706756591797,157.611724853516,190.675079345703,189.223281860352,143.099899291992,119.909400939941,119.084373474121,121.792083740234,102.774925231934,70.262451171875,127.101272583008,1,0,2,2,2,2,2,2,2,1,1,4.63843393325806,0,9.07976531982422,9.01063251495361,8.94374370574951,8.88217830657959,8.82106494903564,8.69943428039551,8.56457710266113,4.13308525085449,4.10004091262817,79,116,78,66,96,67,111,83,83,65,48,366.436279296875,537.734069824219,354.110870361328,297.350860595703,429.299713134766,297.552947998047,489.569091796875,361.026519775391,355.429931640625,268.650543212891,196.801971435547,4,9,11,9,8,9,5,8,12,6,11,18.5537357330322,41.7207489013672,49.9387130737305,40.5478477478027,35.774974822998,39.969799041748,22.052661895752,34.797737121582,51.3874626159668,24.798511505127,45.1004524230957,24390,2638981.39208984,7373.0721817403
95,Taylor-Massey,61,119,93,97,100,123,114,112,116,115,142,147,739.406005859375,579.475341796875,598.543762207031,621.156616210938,769.375122070313,718.336486816406,710.659912109375,735.667175292969,719.78466796875,859.564147949219,884.63623046875,12,9,6,5,11,11,14,20,15,28,13,74.5619506835938,56.0782585144043,37.023323059082,31.0578289031982,68.805908203125,69.3131713867188,88.8324890136719,126.839164733887,93.8849563598633,169.49153137207,78.2331314086914,9,8,9,5,17,4,17,17,11,16,13,55.9214630126953,49.8473434448242,55.5349884033203,31.0578289031982,106.336395263672,25.2047882080078,107.868019104004,107.813293457031,68.8489685058594,96.8523025512695,78.2331314086914,32,71,42,27,41,63,31,16,25,18,20,198.83186340332,442.395172119141,259.163269042969,167.712280273438,256.458374023438,396.975433349609,196.700500488281,101.471336364746,156.47492980957,108.958839416504,120.358665466309,0,1,1,1,0,1,0,0,1,0,0,0,6.23091793060303,6.17055416107178,6.21156597137451,0,6.30119705200195,0,0,6.25899744033813,0,0,25,40,17,18,18,13,27,10,10,29,16,155.337387084961,249.236709594727,104.899421691895,111.80818939209,112.591484069824,81.9155654907227,171.319793701172,63.4195823669434,62.589973449707,175.544799804688,96.2869338989258,2,0,2,2,1,2,3,2,3,1,0,12.4269914627075,0,12.3411083221436,12.423131942749,6.25508213043213,12.6023941040039,19.0355339050293,12.6839170455933,18.7769927978516,6.05326890945435,0,30,47,35,38,30,47,56,54,58,33,33,186.404876708984,292.853149414063,215.969390869141,236.039505004883,187.652465820313,296.156280517578,355.329956054688,342.465759277344,363.021850585938,199.757873535156,198.591796875,4,3,5,2,4,3,8,10,4,3,4,24.853982925415,18.6927528381348,30.8527698516846,12.423131942749,25.0203285217285,18.9035911560059,50.7614212036133,63.4195823669434,25.0359897613525,18.1598072052002,24.0717334747314,16617,1062886.52294922,5941.40034404397
