_id,CURRENT BUILDING EVAL SCORE,FENCING,BUILDING CLEANLINESS,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,CLEANING LOG,PEST CONTROL LOG,MAINTENANCE LOG,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,INT. HALLWAY - WALLS / CEILING,LATITUDE,LONGITUDE
1231,79,3,3,2,3,3,1,3,1,3,2,43.698108301,-79.440351397
1230,74,2,2,1,3,3,3,3,0,3,3,43.698110145,-79.440043712
560,84,3,3,2,3,2,1,2,1,1,3,43.69827316,-79.395582157
1851,88,2,3,3,3,3,3,3,3,3,2,43.6982740751,-79.5624045901
294,87,2,2,2,3,2,3,3,3,3,2,43.6983104689,-79.2983347125
2439,81,3,3,3,3,1,1,1,1,1,1,43.6983227203,-79.4785516514
604,93,3,3,3,3,3,3,3,3,3,3,43.6983362533,-79.5463927222
121,87,2,3,3,3,2,3,3,2,3,2,43.698349583,-79.386951588
561,99,3,3,3,3,3,3,3,3,3,3,43.698386597,-79.394920593
1987,90,3,3,3,3,3,3,3,2,3,3,43.698430304,-79.389380161
2437,91,3,3,3,2,1,1,1,3,3,1,43.6984374675,-79.4780739055
2443,87,3,2,3,3,3,3,3,2,3,2,43.698524498,-79.311523697
296,94,3,3,3,3,3,3,3,3,3,3,43.6985479321,-79.2974887076
2434,93,3,3,3,3,3,3,3,3,3,2,43.69855491,-79.4776237229
3526,92,1,3,2,3,3,3,3,3,3,2,43.6985761673,-79.3187961632
1742,85,2,2,3,3,3,3,3,3,3,2,43.6985850004,-79.3720164996
2433,97,3,3,2,3,3,3,3,3,3,2,43.6986462208,-79.4772084771
2432,86,1,3,2,3,1,3,3,3,3,2,43.6987192629,-79.476784436
564,96,3,3,3,3,3,3,3,3,3,3,43.698770215,-79.392211027
2512,89,1,3,3,3,3,3,3,1,3,2,43.698770876,-79.397276935
1988,88,3,3,3,2,3,3,3,3,3,1,43.698777377,-79.387810749
565,96,1,3,3,3,3,3,3,3,3,2,43.698778363,-79.391193578
1229,87,1,2,1,3,3,3,3,3,3,3,43.6988240231,-79.4343514595
2430,99,3,3,3,3,3,3,3,3,3,3,43.6988301169,-79.4762162668
1852,71,1,1,2,3,2,2,3,3,2,1,43.698879085,-79.561991634
1228,87,1,3,3,3,3,3,3,3,3,3,43.6988987568,-79.4340201951
1964,94,2,3,3,3,3,3,3,3,3,2,43.698921374,-79.40575322
2444,87,2,2,3,2,3,3,3,3,3,1,43.6989642067,-79.2987112919
2440,88,2,2,3,3,1,1,1,3,1,2,43.699041127,-79.480211325
1965,89,3,3,3,3,3,3,3,3,3,2,43.699058393,-79.4058171
3102,82,1,1,2,3,1,3,3,3,3,1,43.6990639559,-79.5119719596
2226,93,2,3,2,2,3,3,3,3,3,2,43.6990884103,-79.5033968088
2438,92,2,3,3,3,3,3,3,3,3,2,43.6991175978,-79.4785706748
1625,64,1,1,1,3,2,2,3,3,2,1,43.6991289014,-79.425200068
1764,76,3,1,2,2,3,3,3,3,3,1,43.6991400934,-79.5152292852
2445,87,2,2,3,3,3,3,3,3,3,2,43.6991544673,-79.2978100309
2436,81,1,3,2,3,1,3,3,1,3,2,43.6991965655,-79.478055589
1986,99,1,2,3,3,3,3,3,3,3,3,43.699208807,-79.390082204
1966,85,3,2,2,3,1,3,3,3,3,2,43.69920941,-79.40587277
707,88,3,3,3,3,3,3,3,3,3,2,43.6992222546,-79.2778348112
988,83,3,2,3,3,2,3,3,3,3,1,43.699266335,-79.517175411
1853,61,3,1,2,3,1,1,1,1,1,1,43.6992765737,-79.56164594
2435,91,3,3,3,3,3,3,3,3,3,2,43.6993035632,-79.4776846609
538,89,3,3,3,3,3,3,3,3,3,2,43.6993092047,-79.2737528406
2341,90,3,1,3,2,1,3,3,3,3,1,43.69932241,-79.254778669
1967,85,3,2,3,3,1,3,3,3,3,2,43.699334797,-79.40593461
2029,92,1,3,3,3,3,3,3,3,3,3,43.699376402,-79.502250278
3103,73,2,1,2,2,2,2,3,3,3,1,43.6994166431,-79.51287144
989,90,2,2,3,3,3,3,3,3,3,3,43.699454099,-79.517762353
2292,95,3,3,3,3,3,2,3,3,3,3,43.699504035,-79.476556717
2431,87,2,3,2,3,3,3,3,1,3,2,43.6995188546,-79.4773216595
708,95,3,3,2,3,3,3,3,3,3,3,43.6995418332,-79.2767370484
566,92,3,3,3,3,0,3,3,3,3,1,43.699562452,-79.388217525
1227,92,3,2,3,2,1,3,3,3,3,1,43.69971567,-79.430311152
345,98,3,3,3,3,3,3,3,3,3,2,43.6998540886,-79.2849399311
3527,62,2,1,1,3,3,3,3,3,3,1,43.699908301,-79.318033445
2293,95,1,3,3,3,3,3,3,3,3,3,43.699988773,-79.476672354
2342,86,1,3,1,3,3,3,3,3,3,1,43.700017847,-79.2530664991
2343,81,3,3,3,3,3,3,3,3,3,2,43.7001107344,-79.2530513006
3105,88,2,3,2,3,3,3,3,3,3,3,43.700191722,-79.51726408
569,88,3,3,3,3,3,3,3,3,3,1,43.7002035696,-79.2982003313
346,91,2,3,3,3,3,3,3,3,3,3,43.7002480573,-79.2862500131
2227,96,3,3,3,3,3,3,3,3,3,3,43.700297074,-79.5025588448
1968,88,3,3,2,3,2,3,3,3,3,2,43.700383541,-79.406381587
3506,74,3,1,3,3,3,3,3,2,3,1,43.70045036,-79.344507259
347,98,3,3,3,3,3,3,3,3,3,2,43.7005263633,-79.285525406
2344,92,1,3,3,3,3,3,3,3,3,3,43.7005566696,-79.2528798583
3104,89,1,1,2,3,3,3,3,3,3,2,43.700580473,-79.515990057
2346,84,1,3,2,3,3,3,1,3,3,2,43.700613718,-79.2522439531
1969,87,2,3,3,3,2,2,2,2,2,3,43.700640322,-79.406500628
2345,83,1,2,3,3,3,3,3,3,3,2,43.7006703636,-79.2528221569
3127,89,3,1,3,2,1,3,3,3,3,2,43.7006762308,-79.5253118023
2228,89,3,3,3,3,3,3,3,3,3,3,43.7007645631,-79.5028199855
1970,90,1,3,3,3,3,3,3,3,3,3,43.700772202,-79.406556996
3508,90,1,2,3,2,3,3,3,3,3,2,43.700783732,-79.34267244
3571,96,3,3,3,3,3,3,3,3,3,2,43.7009028087,-79.449149194
2294,73,3,1,1,3,1,3,3,1,3,1,43.70091233,-79.476918758
1421,83,1,3,1,3,3,3,3,3,3,N/A,43.700957687,-79.251492552
753,94,2,3,3,2,3,3,3,3,3,2,43.7009672272,-79.4495637221
2901,98,2,3,2,3,3,3,3,3,3,3,43.7009920215,-79.5153630558
38,97,3,3,3,3,3,3,3,3,3,3,43.7009946331,-79.4402809991
1222,84,1,3,2,3,1,3,3,3,1,3,43.7009995731,-79.4241109809
2115,79,2,3,2,3,3,3,3,3,3,1,43.7010141421,-79.44216061
1420,84,3,2,2,3,1,1,1,3,1,2,43.701030915,-79.25119809
754,75,1,2,1,3,0,0,0,3,0,2,43.7010486833,-79.4499999014
755,83,2,3,1,3,3,3,3,3,3,2,43.7010927419,-79.4506862658
235,82,2,3,3,3,3,3,3,1,3,3,43.701165271,-79.423448224
1989,88,3,3,3,3,3,3,3,3,3,3,43.701174315,-79.376076924
2169,84,1,2,3,1,3,3,3,3,3,2,43.701195372,-79.547954529
40,85,1,2,1,3,3,3,3,3,3,1,43.701234202,-79.441021952
234,90,1,2,2,3,3,3,3,3,3,2,43.701371017,-79.422737402
570,75,3,1,1,3,3,2,2,3,3,1,43.7013834487,-79.2975566964
2295,74,2,3,3,3,1,1,1,1,1,2,43.701402022,-79.47692576
122,89,3,3,3,3,3,3,3,3,3,3,43.7014503061,-79.3870380708
1221,90,3,3,3,3,3,3,3,3,3,3,43.7014521704,-79.4222090371
39,65,2,2,1,3,0,0,0,0,0,1,43.701461008,-79.440472942
1225,79,3,2,2,3,1,1,1,1,1,2,43.7014745383,-79.4245394908
1226,75,1,2,2,3,3,3,3,3,3,1,43.7014864975,-79.4251602874
1990,87,1,3,3,3,1,3,1,3,3,3,43.701514098,-79.375044873
3394,86,3,3,3,3,1,1,1,1,1,2,43.701599074,-79.527506087
2296,69,3,2,3,3,1,1,1,1,1,1,43.701674225,-79.476929494
1224,79,1,3,1,3,1,1,1,1,1,2,43.7016899071,-79.4236478607
1475,58,1,1,1,3,3,3,3,3,3,1,43.701718897,-79.451636758
355,93,3,3,3,3,3,1,3,3,3,3,43.7018391514,-79.2568702824
2348,63,2,2,2,3,1,1,1,1,1,2,43.701846021,-79.253208949
1220,86,1,3,2,3,3,3,3,3,3,3,43.701862989,-79.420565472
2297,82,2,1,3,3,1,1,1,1,1,3,43.701879337,-79.476941677
3570,87,3,2,2,3,3,3,3,3,3,2,43.701879441,-79.441477074
1219,86,1,3,2,3,3,3,3,3,3,1,43.701892029,-79.420288428
1126,93,2,3,3,3,2,2,3,3,3,2,43.701899687,-79.519823349
3509,84,3,2,3,1,3,3,3,3,3,1,43.701948809,-79.342340022
1218,82,1,2,2,3,3,3,3,3,3,3,43.701949088,-79.420034858
2298,83,3,3,3,3,3,3,3,3,3,2,43.701953817,-79.476918201
1223,95,3,3,3,3,3,3,3,3,3,3,43.7019615716,-79.4227024565
3503,74,2,1,3,3,3,3,3,3,3,1,43.701969776,-79.345105079
1465,96,3,3,3,3,3,3,3,3,3,3,43.702024983,-79.419512245
2349,76,1,2,2,3,3,3,3,3,3,2,43.702036304,-79.253210017
3505,82,2,1,2,3,2,1,1,2,3,1,43.702195489,-79.343701311
3569,95,3,3,3,3,3,3,3,2,3,2,43.7022080434,-79.4400323266
2350,80,1,2,2,3,3,3,3,3,3,2,43.70221353,-79.253160371
88,94,2,3,3,3,3,3,3,3,3,3,43.702214085,-79.34780065
2170,82,1,1,3,1,3,3,3,3,3,1,43.702256035,-79.548440591
3568,80,2,1,2,3,3,3,3,3,3,2,43.702284748,-79.439656353
2513,70,1,2,2,1,1,1,1,1,3,2,43.702327897,-79.39779527
87,96,1,3,3,3,3,3,3,3,3,3,43.7023358316,-79.3484380535
769,95,3,3,2,3,3,3,3,3,3,2,43.7023575152,-79.4173230681
3566,92,2,3,3,3,3,3,3,3,3,3,43.702368651,-79.439254507
1021,60,2,3,3,3,0,0,0,0,0,2,43.7023837133,-79.4491090339
2362,76,3,2,2,2,3,3,3,3,3,2,43.7025056164,-79.3120345151
2351,87,2,1,2,3,3,3,3,3,2,2,43.702519583,-79.253065845
89,82,3,3,2,3,3,3,1,2,3,3,43.7025432153,-79.3472542795
1305,97,3,3,3,3,3,3,3,3,3,2,43.702568119,-79.438297042
3507,88,3,2,2,3,3,3,3,3,3,2,43.702592381,-79.342924935
1217,89,1,3,1,3,3,3,3,3,3,2,43.7026300664,-79.4192210423
2392,96,3,3,3,3,3,3,3,3,3,3,43.702657978,-79.297997207
3504,92,2,3,3,3,3,3,1,3,3,3,43.702708953,-79.344590225
1743,99,3,3,3,3,3,3,3,3,3,3,43.702716704,-79.373724977
3502,97,3,3,3,3,3,3,3,3,3,3,43.7027318598,-79.346464172
3567,84,3,3,3,2,2,3,1,0,3,2,43.702747493,-79.439790587
1216,74,1,3,2,3,3,1,1,1,3,2,43.702819032,-79.418223715
2618,90,1,3,2,3,3,3,3,3,3,3,43.702829787,-79.415661064
3565,65,1,1,1,3,2,1,1,1,1,1,43.702833307,-79.439372204
581,86,2,3,3,3,3,3,3,3,3,1,43.702860894,-79.38910405
86,81,2,2,3,2,2,3,3,2,3,2,43.7029007633,-79.3484372243
2619,93,3,2,3,2,3,3,3,3,3,3,43.702931813,-79.415148542
343,77,3,2,3,3,1,1,1,1,1,2,43.7029512593,-79.3889169498
1404,92,3,1,3,3,3,3,3,3,3,2,43.7029523574,-79.2810286285
3106,88,3,2,3,3,1,1,3,3,3,2,43.702981103,-79.526148917
3512,94,1,3,3,3,3,3,3,3,3,3,43.702990612,-79.341462578
2823,92,1,3,3,3,3,3,3,3,3,3,43.7030025746,-79.4254211861
987,99,3,3,3,3,3,3,3,3,3,3,43.703038028,-79.501404509
3159,83,2,2,2,3,3,3,3,3,3,2,43.703054654,-79.310513888
3388,88,1,3,3,3,3,3,3,3,3,3,43.7030609955,-79.4261250612
1046,64,1,1,2,2,3,3,3,3,3,1,43.7030805404,-79.4402317594
1215,82,1,3,3,3,1,2,1,3,2,2,43.7031059337,-79.4169030631
3107,84,2,3,2,3,3,1,1,3,1,2,43.703114245,-79.526528746
3500,75,2,1,2,2,3,3,3,3,3,1,43.703141138,-79.347459151
1744,72,1,3,3,2,1,1,3,1,3,N/A,43.70314824,-79.373875618
1214,82,1,3,3,3,3,3,3,0,3,3,43.7031541679,-79.4167347676
3501,97,1,3,3,3,3,3,3,3,3,1,43.7032015325,-79.3458301347
909,87,3,3,3,2,3,3,3,3,3,2,43.7032107551,-79.4163543553
3108,93,3,3,2,3,3,3,3,3,3,3,43.703250055,-79.526966387
41,91,1,3,3,3,3,3,3,3,3,3,43.7032633519,-79.4410303906
1304,96,1,3,3,3,3,3,3,3,3,3,43.703280028,-79.438740603
1047,95,1,3,3,3,3,3,3,3,3,3,43.7032932247,-79.4396796908
3158,88,3,3,3,3,1,1,1,1,1,3,43.703301637,-79.310988273
571,44,2,1,1,3,3,3,3,3,3,1,43.703305875,-79.298174928
3510,96,2,3,3,3,3,3,3,3,3,3,43.703361049,-79.342351105
3160,96,1,3,2,3,3,3,3,3,3,3,43.703363564,-79.310527323
2282,94,2,3,3,3,3,3,3,3,3,3,43.703370512,-79.516414059
1971,90,3,3,3,3,2,2,2,2,2,2,43.703400321,-79.408384567
693,84,1,3,3,3,1,1,1,1,1,3,43.7034048782,-79.4948376318
3516,72,2,1,1,2,3,3,3,3,3,2,43.70347896,-79.34026593
2171,78,3,1,1,2,1,3,3,3,3,1,43.7035776497,-79.5492233546
2172,83,3,2,3,3,2,3,3,3,3,1,43.7035776497,-79.5492233546
1405,96,1,3,3,2,3,3,3,3,3,2,43.703580346,-79.279521109
3109,89,3,3,3,3,3,3,3,3,3,2,43.7035934796,-79.5272812231
2397,98,2,3,3,3,3,3,3,3,3,3,43.7036201193,-79.3452607415
3511,97,2,3,3,3,3,3,3,3,3,3,43.70367616,-79.34199009
3499,90,3,3,3,3,3,3,3,3,3,1,43.703693762,-79.346765776
60,96,3,3,3,3,3,3,3,3,3,3,43.7037098752,-79.4222136695
2700,87,1,3,1,3,3,3,3,3,3,3,43.703726864,-79.423164634
96,81,1,2,3,3,1,1,1,3,3,3,43.703748004,-79.365309041
370,82,3,3,3,3,3,3,3,3,3,1,43.7037504751,-79.523456429
1626,98,2,3,3,2,3,3,3,3,3,3,43.7037994792,-79.4264104952
3110,83,3,2,3,3,3,3,3,1,3,1,43.703825264,-79.52767378
3387,73,1,3,3,3,3,3,3,0,3,3,43.703873726,-79.44012875
2395,93,1,3,3,3,3,3,3,3,3,3,43.7038982085,-79.3462344474
1627,89,1,3,3,3,3,3,3,3,3,3,43.7039163389,-79.4253300731
2701,87,1,3,3,3,3,3,3,3,3,3,43.703946444,-79.424475355
572,94,2,3,3,3,3,3,3,3,3,3,43.703984006,-79.297455687
3111,93,1,3,3,3,3,3,3,3,3,2,43.7040183112,-79.5281921878
3513,88,1,2,2,3,3,3,3,3,3,1,43.704024202,-79.341792375
2396,91,2,3,2,3,3,3,3,3,3,3,43.7040551249,-79.3456519574
3572,84,3,3,3,3,2,2,2,3,2,1,43.7040852648,-79.519805739
97,67,1,1,2,3,1,1,1,1,1,2,43.704097821,-79.365180559
94,82,2,3,3,3,2,3,1,3,3,N/A,43.704142239,-79.366275358
573,76,2,2,1,3,3,3,3,2,3,2,43.704145763,-79.298173276
3385,99,1,3,3,3,3,3,3,3,3,2,43.704149637,-79.438977601
91,81,1,2,3,3,2,1,1,2,1,3,43.704214042,-79.373842189
255,92,3,3,3,3,3,3,3,3,3,2,43.704232757,-79.406225638
2699,98,3,3,3,3,3,3,3,3,3,3,43.704286951,-79.423280437
3498,89,3,3,3,3,3,3,3,3,3,1,43.704298811,-79.346988346
3113,89,2,2,3,3,3,3,1,3,3,2,43.70432553,-79.528664794
371,71,2,2,2,3,2,0,0,3,0,2,43.704340418,-79.523798332
574,63,1,2,2,2,1,1,1,1,1,1,43.704347801,-79.297293072
93,89,3,3,3,2,3,3,3,3,3,3,43.704354753,-79.3670652416
1934,94,3,3,3,3,2,2,2,3,1,3,43.704366837,-79.477906619
3514,100,2,3,3,3,3,3,3,3,3,3,43.704412098,-79.342361798
1933,92,2,3,3,3,3,3,3,3,3,3,43.704415938,-79.477491382
646,75,3,1,1,3,0,0,0,0,0,1,43.7044391867,-79.4423269927
95,85,1,3,3,3,3,3,1,1,1,3,43.704444246,-79.365738854
256,89,3,2,3,3,3,3,3,3,3,2,43.704458501,-79.406220747
986,96,3,3,3,3,3,3,3,1,3,3,43.7044910425,-79.4984382564
2702,98,3,3,3,3,3,3,3,3,3,3,43.704511738,-79.424723028
2703,96,3,3,3,2,3,2,3,3,3,3,43.7045285856,-79.4267238856
3497,97,3,3,3,3,1,1,1,3,3,3,43.704529309,-79.348260442
2476,95,1,2,3,3,3,3,3,3,3,3,43.704533557,-79.340380533
3112,80,3,2,3,3,1,3,3,1,3,1,43.7045706478,-79.5274315017
3386,90,1,3,2,3,3,3,3,3,3,2,43.704628852,-79.440748218
575,83,2,3,3,3,3,3,3,3,3,3,43.7046434956,-79.2969607849
3515,93,3,3,3,3,3,3,3,3,3,3,43.704647768,-79.342701346
92,83,1,2,2,3,3,3,3,3,3,2,43.7046543279,-79.3688048748
3116,85,2,2,2,3,2,3,2,1,3,3,43.704703399,-79.529251138
3114,91,3,3,3,3,3,3,3,3,3,3,43.704820321,-79.528231851
42,91,3,3,3,3,1,1,1,1,1,3,43.7048344055,-79.4424291215
576,66,1,1,1,2,3,1,1,1,1,1,43.7048505726,-79.2968176488
985,89,3,3,3,3,1,3,3,1,3,3,43.7048608141,-79.4976836362
3117,92,3,3,3,3,1,3,3,3,3,3,43.704890189,-79.529598436
1121,80,2,2,2,3,3,2,2,3,2,3,43.704897465,-79.361903925
984,90,2,3,3,3,1,1,1,3,1,3,43.7048994606,-79.4973466692
2081,94,3,3,3,3,2,3,3,3,3,3,43.704932816,-79.396554039
770,78,1,3,3,3,3,3,3,3,3,1,43.704952062,-79.424249279
2229,75,3,1,3,2,1,2,1,1,1,1,43.704957417,-79.503637456
3320,86,1,3,1,3,3,3,3,3,3,2,43.704991699,-79.305610532
1628,89,3,3,3,3,3,3,3,3,3,3,43.705020859,-79.426963699
3563,90,2,3,3,3,3,3,3,3,3,2,43.705024326,-79.425827726
1213,93,3,3,3,3,3,3,3,3,3,2,43.705039078,-79.405292084
517,93,2,3,3,2,3,3,3,3,3,3,43.705053002,-79.488084842
3118,93,3,3,3,3,3,3,3,3,3,3,43.705056804,-79.530164006
3115,86,2,3,2,3,3,3,3,3,3,2,43.705083929,-79.528245475
1543,81,1,2,3,3,3,3,3,3,3,3,43.705092485,-79.405001888
3561,90,1,3,2,3,3,3,3,3,3,3,43.705178016,-79.425108275
979,86,1,3,2,3,1,3,3,1,3,2,43.705269832,-79.4911827537
2477,88,3,3,3,3,3,3,3,3,3,2,43.705284648,-79.341449141
771,85,3,3,3,2,3,3,3,2,3,2,43.705350718,-79.424543299
978,88,3,3,3,3,3,3,3,3,3,3,43.7054180727,-79.4894721065
1212,84,1,2,2,3,3,3,3,3,3,3,43.705449145,-79.40329655
2964,94,3,3,3,3,3,3,3,3,3,3,43.705532569,-79.3114443458
410,86,2,3,2,2,3,3,3,3,3,2,43.705544597,-79.402852447
3119,94,3,3,3,3,3,3,3,3,3,3,43.705579903,-79.530984826
1630,93,3,3,3,3,1,1,1,1,3,3,43.7056275086,-79.4260651529
1211,78,3,3,3,3,3,3,3,3,3,1,43.705638213,-79.402399606
2824,91,1,3,3,3,3,3,3,1,3,2,43.70565801,-79.2942743706
123,79,3,3,3,3,3,3,1,3,2,3,43.7056593617,-79.3894538234
3558,93,3,3,2,3,3,3,3,3,3,2,43.705666038,-79.422923285
1210,80,2,2,2,3,1,3,3,1,3,1,43.705683574,-79.402178392
3564,96,3,3,3,3,3,3,3,3,3,1,43.705715201,-79.425361614
58,96,1,3,3,3,3,3,3,3,3,3,43.70575057,-79.40188255
3562,94,1,3,3,3,3,3,3,3,3,3,43.705765956,-79.424733085
1629,86,3,2,2,3,2,2,3,2,3,3,43.7058074036,-79.426918953
983,78,2,2,3,3,1,1,1,1,1,2,43.7058159732,-79.4929514926
59,91,3,3,3,3,1,3,3,3,3,3,43.705869232,-79.401343877
2083,87,1,3,2,3,3,3,3,1,3,3,43.70588244,-79.3966793
3120,80,3,2,3,3,1,1,1,1,1,2,43.705884437,-79.531693181
2949,87,3,2,3,2,3,3,3,3,3,2,43.705953312,-79.279044598
2825,87,1,3,3,3,2,2,3,3,3,2,43.705966961,-79.294406813
577,94,1,3,3,3,3,3,0,3,3,2,43.7059714885,-79.2960157018
2478,86,2,3,2,3,3,3,3,3,3,1,43.706129701,-79.341497272
3560,96,3,3,3,3,3,3,3,3,3,3,43.706149857,-79.423624259
982,87,3,3,3,3,3,3,3,1,3,3,43.7061669759,-79.4914250122
1014,95,1,3,3,3,3,3,3,1,3,3,43.7061847,-79.393224881
2299,82,1,3,2,2,3,3,3,3,3,2,43.70619654,-79.478133779
2084,87,3,2,3,1,0,2,3,0,3,1,43.706257789,-79.396238397
2826,88,3,3,3,3,3,3,3,3,3,2,43.706282345,-79.294579639
3306,90,3,3,3,3,3,3,3,3,3,2,43.706282514,-79.392569719
3559,87,1,3,2,3,3,3,3,3,3,3,43.706292347,-79.422652894
2113,91,1,3,3,3,3,3,3,3,3,2,43.706341783,-79.396911955
981,91,3,1,2,2,3,3,3,3,3,1,43.706344038,-79.4898898343
700,93,2,3,3,3,3,3,3,3,3,3,43.706416567,-79.391268473
980,90,3,1,2,3,3,3,3,3,3,1,43.7064506482,-79.4893217524
2300,77,3,3,3,3,3,3,1,2,1,2,43.706451929,-79.478254085
1517,93,3,1,3,1,3,3,3,3,3,1,43.706491429,-79.395574467
3214,90,3,3,3,3,1,1,1,1,1,3,43.706531931,-79.510583606
1566,89,3,3,3,3,1,1,1,1,1,3,43.706537983,-79.403386592
976,82,3,3,2,3,1,1,3,0,2,2,43.706628986,-79.487496518
977,75,3,3,3,3,1,3,3,2,3,1,43.7066390346,-79.4883790039
701,85,3,3,3,3,3,1,3,1,3,2,43.706670217,-79.39061631
2230,88,2,3,2,3,1,3,3,1,3,2,43.7066838334,-79.5040013996
2827,99,3,3,3,3,3,3,3,3,3,3,43.706720954,-79.294444552
3307,89,3,3,3,3,2,3,3,3,3,2,43.70694087,-79.392039669
578,69,2,1,2,2,3,3,3,3,3,2,43.706994795,-79.295836771
2828,93,2,3,2,2,3,3,3,3,3,2,43.706999577,-79.294868767
185,89,2,3,3,3,3,3,3,3,2,3,43.7070607671,-79.3122799086
2356,80,2,2,2,2,1,1,2,1,1,2,43.7071746852,-79.2972112317
975,83,3,2,2,3,2,3,3,3,2,2,43.707214984,-79.486164406
2479,83,1,2,2,3,3,3,3,3,3,2,43.707223804,-79.341222856
2480,92,1,3,3,3,1,3,3,3,3,3,43.707223804,-79.341222856
3308,99,2,3,3,3,3,3,3,3,3,3,43.70726196,-79.392157865
1522,99,1,3,3,3,3,3,3,3,3,3,43.707330009,-79.400257336
974,87,2,3,3,3,1,1,1,1,1,2,43.707356219,-79.485039044
579,90,3,2,2,3,3,3,3,3,3,2,43.707368794,-79.295895516
973,93,3,2,2,3,3,3,3,3,3,2,43.7073903147,-79.4803989264
1631,83,1,1,2,3,0,0,0,0,0,3,43.7074440123,-79.4262923027
2354,95,1,3,3,3,3,3,3,1,1,2,43.7075137673,-79.4552760493
3121,82,2,2,3,3,3,3,3,3,3,1,43.707516613,-79.534704529
580,83,3,2,2,3,3,3,3,3,3,2,43.7075426167,-79.2947631998
644,86,1,3,3,3,3,3,3,3,3,3,43.7075770778,-79.4274046022
2829,92,3,3,3,3,3,1,1,3,1,3,43.7075785212,-79.2951531755
2967,97,3,3,3,3,3,3,3,3,3,3,43.7075826149,-79.3019433825
2968,87,3,3,3,3,1,1,1,1,1,3,43.7076426726,-79.3016697664
2969,79,1,3,2,3,1,1,1,1,1,2,43.7076566166,-79.3014278686
2353,82,1,1,3,3,3,1,3,1,3,3,43.7077057177,-79.4544291704
2971,80,1,2,2,3,3,2,2,3,3,2,43.7077283573,-79.3012700088
2972,83,1,2,3,1,3,1,3,3,3,1,43.7077653626,-79.3010798031
1430,77,1,2,2,2,0,3,3,3,3,1,43.7077721579,-79.3852319597
331,82,1,1,2,3,3,3,3,3,3,1,43.70777445,-79.248713747
354,94,3,3,3,3,3,1,1,1,2,3,43.7078158856,-79.4828804419
245,97,3,3,3,3,3,3,3,3,3,3,43.707819465,-79.399390971
3122,85,3,1,2,3,1,3,3,3,3,1,43.7078718117,-79.5341521524
2965,72,1,2,2,3,1,1,1,3,1,2,43.707880094,-79.302844655
43,86,3,3,1,3,3,3,3,3,3,2,43.70792635,-79.442961013
3470,93,3,3,3,3,3,3,3,3,3,3,43.707942687,-79.39786072
2231,79,2,3,2,2,3,3,3,3,3,3,43.707964508,-79.50552763
2966,95,3,3,3,3,3,3,3,1,3,3,43.70796583,-79.302427359
332,78,1,2,2,3,3,3,3,3,3,1,43.707978054,-79.248780872
1569,91,3,2,3,2,3,3,3,3,3,1,43.708023913,-79.394575153
3471,88,3,3,2,3,3,3,3,3,3,2,43.708035598,-79.396523762
1972,96,3,3,3,3,3,3,3,3,3,3,43.708089481,-79.410622668
645,91,1,3,3,3,3,3,3,3,3,3,43.7080949776,-79.4275758961
333,91,1,3,3,3,1,1,3,3,3,3,43.708100911,-79.248499263
2232,95,3,3,3,3,3,3,3,3,3,2,43.708103056,-79.504454485
2970,80,3,2,2,3,3,1,1,3,1,2,43.7081344866,-79.3018433113
3472,85,3,3,3,2,3,3,3,1,3,2,43.708135683,-79.396161299
1973,90,3,3,3,3,1,1,1,3,1,3,43.708279246,-79.410640011
2974,80,1,2,2,1,3,3,3,3,3,2,43.708295468,-79.300676323
613,72,1,2,3,3,0,0,0,0,0,1,43.708313291,-79.332845454
1570,81,1,2,2,3,1,1,1,3,1,2,43.708337092,-79.392297556
643,85,1,3,2,3,3,3,3,3,3,3,43.7083504804,-79.4265525477
2973,79,2,2,2,3,3,3,3,3,3,3,43.708358407,-79.3011672055
1571,89,3,3,3,3,3,3,3,3,3,1,43.708388178,-79.391621786
2975,81,1,2,2,3,3,3,3,3,3,2,43.708388608,-79.3004481732
2976,80,2,2,3,3,1,1,1,3,1,2,43.708477676,-79.3002028238
2977,89,1,3,3,3,1,1,1,1,1,3,43.7085088591,-79.2998972117
186,69,3,2,1,3,3,2,3,1,3,1,43.708536314,-79.311061193
2233,82,2,3,3,3,3,1,3,3,1,2,43.708761092,-79.50573988
188,95,1,3,3,3,3,3,3,3,3,3,43.708768955,-79.310009028
124,96,2,3,3,3,3,3,3,3,3,2,43.7088453,-79.3898544426
1431,88,2,2,2,3,3,3,3,3,3,2,43.7088608349,-79.38577257
971,78,2,1,3,2,3,3,3,1,3,1,43.7089112814,-79.4794304788
1572,86,1,3,3,3,3,3,3,3,3,2,43.708916493,-79.389093328
187,66,3,1,1,3,2,1,1,1,3,1,43.708919616,-79.310763713
344,84,2,3,3,3,3,3,3,3,3,2,43.708920433,-79.384300946
972,80,3,1,3,1,3,3,3,3,3,1,43.7089535721,-79.4805254034
189,83,1,2,3,3,3,3,3,3,3,2,43.708953965,-79.309785984
1745,74,3,1,3,3,2,1,1,2,1,2,43.709007221,-79.376131167
539,90,3,3,3,3,3,3,1,3,3,1,43.7090221157,-79.2673794919
3475,92,2,3,3,3,3,3,3,2,3,3,43.709034865,-79.392111771
3473,88,3,3,3,3,3,3,3,3,3,2,43.709038236,-79.395336521
