_id,CURRENT BUILDING EVAL SCORE,FENCING,BUILDING CLEANLINESS,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,CLEANING LOG,PEST CONTROL LOG,MAINTENANCE LOG,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,INT. HALLWAY - WALLS / CEILING,LATITUDE,LONGITUDE
1433,97,3,3,3,3,3,3,3,3,3,1,43.588267807,-79.542809505
1434,95,1,3,3,3,3,3,3,3,3,3,43.588635682,-79.543413738
816,98,3,2,3,3,3,3,3,3,3,3,43.588709665,-79.534076049
3492,66,3,3,2,1,1,1,1,1,1,2,43.588854109,-79.539116113
1435,87,3,3,2,3,1,3,3,3,3,2,43.589021479,-79.544011345
815,79,1,1,2,2,3,3,3,3,3,3,43.589265093,-79.531395181
1436,92,3,3,3,3,1,1,1,1,1,3,43.589434868,-79.544657833
814,94,3,3,3,3,3,3,3,1,3,1,43.589470147,-79.530535447
813,88,3,3,3,3,3,3,3,3,3,2,43.589738824,-79.529723711
2186,93,3,3,2,3,3,3,3,3,3,2,43.5899805571,-79.5423873901
2185,92,1,3,3,3,3,2,3,3,2,2,43.5900539633,-79.5420495238
1025,95,3,3,2,3,3,3,3,3,3,3,43.5902952766,-79.5324909265
286,94,3,3,3,2,3,3,3,3,3,3,43.5903629605,-79.5313842856
2928,91,2,3,3,3,3,3,3,3,3,2,43.5903826835,-79.5425008764
285,89,3,3,3,3,3,3,3,1,3,3,43.59057473,-79.530310285
3493,97,1,3,3,3,3,3,3,3,3,2,43.5916886979,-79.5307437677
3494,89,2,3,3,3,1,1,1,1,1,2,43.5918858428,-79.5306544291
3495,88,2,2,3,3,3,1,1,1,1,2,43.5920527461,-79.530753761
1816,78,2,3,2,3,1,3,3,3,3,3,43.592527408,-79.528501876
1815,80,2,3,2,3,1,3,3,3,3,3,43.592545281,-79.528407015
1814,68,1,1,1,2,3,3,3,3,3,1,43.592573631,-79.528276577
1813,93,1,3,3,3,3,3,3,3,3,2,43.592594591,-79.52818256
1812,92,3,3,3,3,3,3,3,3,3,2,43.592625398,-79.528050439
1811,82,1,2,2,2,3,3,3,3,1,3,43.592642046,-79.527957262
1810,82,1,1,3,3,3,3,3,3,1,3,43.592678404,-79.527798887
1808,94,3,3,3,3,3,3,3,3,3,3,43.5927138027,-79.5276951676
1809,65,2,2,1,3,3,3,1,3,1,2,43.5927621745,-79.527405433
1928,94,3,3,3,3,3,3,3,3,3,3,43.5933280046,-79.5267034096
891,98,3,3,3,3,3,3,3,3,3,3,43.594177992,-79.509613515
890,95,3,2,2,3,3,3,3,3,3,3,43.594648158,-79.505643653
702,92,3,3,2,3,1,1,3,3,3,3,43.595211507,-79.542969424
2653,94,3,3,2,3,3,3,3,3,3,3,43.595321466,-79.523394934
2655,88,1,3,1,3,3,3,3,3,3,3,43.5956296251,-79.5229429305
2654,93,1,3,2,3,3,3,3,3,3,3,43.595677145,-79.523533337
2656,93,1,3,2,3,3,3,3,3,3,3,43.59601136,-79.523701265
2651,91,3,3,2,3,3,3,3,3,3,3,43.596087937,-79.509696454
2657,62,2,2,2,3,1,1,1,1,1,2,43.5964677735,-79.5233498233
889,84,2,2,3,3,1,2,2,3,1,3,43.5965098168,-79.5007071218
2658,98,3,3,3,3,3,3,3,3,3,3,43.5975229121,-79.5232617105
2659,68,2,2,2,3,1,2,1,1,1,3,43.598276056,-79.521462199
2660,78,1,3,2,3,3,3,3,3,3,3,43.598935789,-79.522350466
1442,91,3,3,3,3,3,1,3,3,3,3,43.5991188211,-79.5012245162
1278,87,3,3,2,3,3,3,3,3,3,2,43.5997458878,-79.5057809161
3491,89,3,3,3,3,3,2,3,1,2,3,43.5997820747,-79.4996220466
1440,93,3,3,3,3,3,3,3,3,3,3,43.599882427,-79.513619138
1441,83,3,2,3,3,3,3,3,1,3,2,43.599991834,-79.513558562
1380,88,1,3,3,3,3,3,3,1,3,3,43.6004906208,-79.5030314026
2652,97,1,3,3,2,3,3,3,3,3,3,43.6006696381,-79.5115220432
2686,85,3,3,2,3,1,3,1,1,1,2,43.6009687445,-79.499480988
798,87,3,3,3,3,3,3,3,1,3,3,43.6009938518,-79.5179299016
1847,89,1,2,2,3,3,3,3,3,3,2,43.6010094451,-79.5177436619
1376,94,3,3,3,3,3,1,3,3,3,3,43.601120886,-79.515197379
1279,93,1,3,2,3,3,3,3,3,3,3,43.601151061,-79.506439811
887,89,1,3,3,3,3,3,3,1,3,3,43.6013719933,-79.501536643
1846,87,3,3,2,2,3,3,3,1,3,3,43.6014679321,-79.5154015755
2164,96,3,3,2,3,3,3,3,3,3,2,43.601468456,-79.505848789
1280,91,1,2,1,3,3,3,3,3,3,1,43.601494318,-79.506580956
888,79,1,2,3,3,3,3,1,3,3,2,43.6015075472,-79.4980054523
1377,85,3,3,3,3,1,3,3,1,3,2,43.6016913741,-79.5154841711
2634,88,3,3,3,3,3,3,3,1,3,2,43.6017504793,-79.4973496244
1281,93,1,3,2,3,3,3,3,3,3,3,43.601842503,-79.506732984
1378,92,3,3,3,3,3,3,3,3,3,3,43.6018725092,-79.5155664231
1379,88,3,3,3,3,3,3,3,3,3,2,43.6020354915,-79.5156367545
1282,94,3,3,2,3,3,3,3,3,3,3,43.602248316,-79.506894937
2165,94,1,3,2,3,3,3,3,3,3,3,43.602358477,-79.506187032
1443,93,3,3,3,3,3,3,3,3,3,3,43.6024061255,-79.5019729509
2867,85,3,2,3,3,3,1,3,1,3,2,43.6026815249,-79.5170398804
2475,88,3,3,2,3,3,3,3,3,3,3,43.6027168332,-79.4930979742
2866,70,2,2,1,3,1,1,1,1,1,1,43.6028075946,-79.5164885645
884,97,3,3,3,3,3,3,3,3,3,2,43.602838275,-79.4944408976
886,89,3,3,3,3,3,3,3,3,3,3,43.6028754682,-79.4965836376
882,96,3,3,3,3,3,3,3,3,3,3,43.6029845344,-79.4939230131
885,86,3,3,3,3,3,3,3,3,3,2,43.603004467,-79.4961219509
2532,98,3,3,3,3,3,3,3,3,3,3,43.6031676706,-79.4934504653
883,87,2,3,2,3,3,3,3,3,3,2,43.6034395527,-79.4942895822
881,90,3,3,3,3,1,1,1,3,2,3,43.6035699967,-79.4939393682
703,97,1,3,3,3,3,3,3,3,3,3,43.6083356867,-79.5473887151
2738,98,3,3,3,3,3,3,3,3,3,3,43.608471546,-79.546503305
880,91,3,3,3,3,3,3,3,3,3,3,43.6088644692,-79.4900435258
877,89,1,3,2,3,3,3,3,3,3,2,43.6090432374,-79.4898363283
878,88,3,3,3,3,3,3,3,3,3,3,43.6090707341,-79.4891854143
879,87,3,3,3,3,3,3,3,3,3,3,43.6090936183,-79.4886161506
2739,93,3,3,2,3,3,3,3,3,3,2,43.60920195,-79.546207508
874,92,2,3,3,3,3,3,3,3,3,2,43.6092734269,-79.4898141501
875,87,1,3,3,3,3,3,3,3,3,3,43.609303547,-79.4892009672
876,92,3,3,3,3,1,3,3,3,3,3,43.6093290014,-79.4885909687
873,96,2,3,3,3,3,3,3,3,3,2,43.6095054646,-79.4897087235
1351,97,3,3,3,3,3,3,3,3,3,3,43.609663204,-79.550566638
872,94,1,1,3,3,3,3,3,3,3,1,43.6096967981,-79.4880818409
869,94,1,3,3,3,3,3,3,3,3,1,43.6100510941,-79.4881859662
870,93,3,2,3,3,3,3,3,3,3,2,43.6100722111,-79.4872983362
866,92,2,3,2,3,3,3,3,3,3,3,43.6101831739,-79.4899009077
867,93,1,3,3,3,3,3,3,3,3,2,43.6102058206,-79.4892486213
868,96,1,3,3,3,3,3,3,3,3,1,43.6103321169,-79.4890126716
865,86,2,3,3,3,3,1,1,1,1,2,43.610690629,-79.48977037
1350,83,3,2,3,3,3,3,3,3,3,3,43.610802275,-79.550398922
1349,91,2,2,2,3,1,3,3,3,3,3,43.610859495,-79.550105854
871,84,3,2,3,3,1,1,1,1,1,1,43.6109821847,-79.4903809388
864,70,1,1,2,2,1,1,1,3,1,1,43.6112488436,-79.4897028689
835,90,2,3,2,3,3,3,3,3,3,3,43.6115410495,-79.489468582
834,92,2,3,3,3,3,3,3,3,3,3,43.6117781476,-79.4895548881
833,80,3,3,3,3,3,0,0,0,0,1,43.6119437281,-79.4894785843
832,91,2,3,2,3,3,3,3,3,3,2,43.612333855,-79.489150548
831,96,3,3,3,3,3,3,3,3,3,3,43.612371813,-79.487921602
1283,95,2,3,2,3,3,3,3,3,3,2,43.613576463,-79.494935739
3163,85,1,2,3,3,2,1,3,3,3,2,43.613801842,-79.493300533
3254,91,3,3,3,3,1,1,3,3,3,2,43.614181524,-79.487650972
830,80,1,3,2,2,1,1,1,1,1,3,43.614222822,-79.488713
3252,88,2,3,3,3,1,1,1,1,1,3,43.6143308517,-79.4872977904
3251,79,2,2,3,3,1,1,1,1,1,2,43.6148862856,-79.4869596111
3253,91,3,3,3,3,3,3,3,3,3,2,43.6150903921,-79.4868989887
3162,76,3,3,3,3,0,0,0,0,0,2,43.615128194,-79.494970804
829,81,3,2,3,2,1,1,1,1,1,3,43.6154404667,-79.4878892475
759,93,1,1,3,3,3,3,3,3,3,2,43.6154876721,-79.4969959174
3164,88,3,3,2,3,1,1,1,1,1,3,43.6157071247,-79.4949147117
828,77,3,3,1,3,3,3,3,3,3,1,43.615736635,-79.4878821357
827,75,2,2,3,2,3,3,3,3,3,3,43.6158682454,-79.4878084713
1897,95,3,2,3,3,3,2,3,3,3,3,43.6158886447,-79.4889237637
1898,97,3,3,3,3,3,3,3,3,3,3,43.6159770796,-79.4891131322
3161,76,2,3,3,2,0,0,0,0,0,2,43.6160393846,-79.4896739143
826,77,3,1,2,3,3,3,3,3,3,1,43.616065741,-79.4876962773
758,94,3,2,3,3,3,3,3,3,3,3,43.616184074,-79.49590117
1899,94,1,2,2,3,3,3,3,3,3,3,43.6162416017,-79.4892718985
825,94,2,3,3,3,3,3,3,3,3,3,43.6166019564,-79.4868558725
2533,98,3,3,3,3,3,3,3,3,3,3,43.6169208542,-79.499346131
824,92,3,3,2,3,3,3,3,3,3,2,43.6169356849,-79.4866758705
823,93,3,3,2,3,3,3,3,3,3,1,43.617341413,-79.486574349
822,85,3,2,3,3,3,3,3,3,3,2,43.617555557,-79.4865219848
821,78,1,1,3,3,3,1,1,1,3,2,43.6177159242,-79.4864921975
820,99,3,3,3,3,3,3,3,3,3,3,43.6178366581,-79.4863780789
819,99,3,3,3,3,3,3,3,3,3,3,43.6179988293,-79.4862937261
818,99,3,3,3,3,3,3,3,3,3,3,43.6181573986,-79.4862044027
817,93,2,3,3,3,3,3,3,3,3,3,43.618345357,-79.4857916562
3418,97,3,3,3,3,3,3,3,3,3,2,43.625438662,-79.505757136
3417,98,1,3,3,3,3,3,3,3,3,3,43.625636744,-79.504530803
37,94,2,3,2,3,3,3,3,3,3,2,43.6275335945,-79.5780494311
36,92,1,2,3,2,3,3,3,3,3,1,43.6284746856,-79.5796399748
35,74,3,2,3,1,1,3,3,3,3,1,43.6291344462,-79.5787506011
34,92,1,3,2,3,3,3,3,3,3,3,43.6301975537,-79.5798906401
1682,93,3,3,3,3,3,3,3,3,3,2,43.632109972,-79.576154353
2189,87,3,2,3,3,1,3,3,1,3,3,43.634373643,-79.435343202
2187,95,2,3,3,1,3,3,3,3,3,2,43.634377833,-79.434675684
400,87,3,2,3,3,1,3,1,3,3,1,43.634431422,-79.433898529
2958,82,3,2,3,1,1,3,3,3,3,3,43.634517342,-79.428882498
288,77,2,1,2,3,1,1,3,3,3,2,43.6345619465,-79.4922664925
3218,80,2,2,2,2,3,3,3,3,3,1,43.634582958,-79.400007688
2957,82,2,3,2,3,1,3,3,3,3,3,43.634604022,-79.426092351
2192,91,1,3,3,3,3,3,3,3,3,3,43.634755045,-79.435435459
2050,94,3,3,3,3,3,3,3,3,3,1,43.6348017129,-79.4912245002
2188,90,2,3,3,3,3,3,3,3,3,2,43.634808178,-79.434763919
2918,83,3,2,3,3,1,1,1,1,1,1,43.634901103,-79.429121805
2049,93,3,3,3,3,3,3,3,3,3,2,43.6349134645,-79.4905899718
2631,99,1,3,3,3,1,3,3,3,3,3,43.634971215,-79.540239778
289,80,2,2,3,3,1,3,3,3,1,2,43.6350512379,-79.4924601948
422,94,2,3,3,2,3,3,3,2,3,2,43.635062111,-79.437601411
2919,94,3,3,3,3,3,3,3,3,3,3,43.635080626,-79.429194517
2193,89,2,3,3,3,3,2,2,3,3,2,43.63511061,-79.435653216
2190,95,3,2,3,3,1,3,3,3,3,3,43.635115128,-79.434882093
2661,100,3,3,3,3,3,3,3,3,3,3,43.63512001,-79.428479032
795,89,3,3,3,3,1,1,1,1,3,3,43.6352649375,-79.4919665857
794,88,3,3,2,3,3,3,3,3,3,2,43.635353724,-79.49124561
2920,87,1,2,2,3,1,3,3,3,3,3,43.635361871,-79.429350661
2191,87,2,2,3,3,3,3,3,3,3,3,43.635394732,-79.434902995
2195,86,3,3,3,3,1,1,1,1,1,3,43.635459046,-79.435749561
170,73,3,3,2,3,1,1,1,1,1,2,43.6354822227,-79.4882224103
403,85,3,3,2,3,1,1,1,3,1,2,43.6354908958,-79.4906112543
2662,93,2,3,3,3,3,3,3,3,3,2,43.6356226752,-79.4284981005
169,66,1,3,3,3,0,0,0,0,0,1,43.6356446898,-79.4874066551
290,94,3,3,3,3,3,3,3,1,3,3,43.635649636,-79.4928351959
797,98,3,3,3,3,3,3,3,3,3,3,43.6356967623,-79.4921362887
2959,86,2,2,2,2,1,3,3,3,3,2,43.635705894,-79.436502748
1848,82,3,2,1,2,1,3,3,3,3,1,43.635725128,-79.399857548
2922,86,2,3,3,3,1,3,3,3,3,3,43.635752524,-79.429340078
423,98,3,3,3,3,3,3,3,3,3,3,43.635759212,-79.43779475
2194,86,2,2,3,3,3,3,3,3,3,1,43.635766683,-79.435140899
796,84,2,3,2,3,1,1,1,3,1,2,43.635816472,-79.491575949
2196,74,2,2,3,3,1,1,1,1,1,3,43.635845468,-79.435931917
2663,93,3,2,3,3,1,3,3,3,3,3,43.6358852908,-79.4287210164
1518,85,3,2,2,2,1,3,1,3,1,2,43.635897529,-79.432069219
3419,90,2,3,3,2,3,3,3,3,3,1,43.6359998464,-79.5629152315
167,95,2,3,3,3,3,3,3,3,3,3,43.6360380172,-79.4884023026
168,95,2,3,3,3,3,2,3,3,3,3,43.6360787547,-79.4876301384
1139,77,2,2,3,3,2,1,1,1,1,2,43.636122132,-79.439605046
1788,86,2,2,3,3,1,1,1,1,2,3,43.6361245275,-79.4924603306
2923,90,3,3,3,3,3,2,3,3,3,3,43.636137103,-79.429522246
1519,74,3,3,3,3,1,1,1,1,1,3,43.6361517,-79.432279824
2197,87,2,3,3,3,3,3,3,3,3,3,43.636155565,-79.435158153
793,78,1,2,3,3,3,3,3,1,3,2,43.636181771,-79.48992422
2664,94,3,3,3,3,3,3,3,3,3,2,43.6361887697,-79.4287694979
1138,87,3,2,3,3,3,3,3,1,3,2,43.636238103,-79.439018826
2924,83,3,3,3,3,1,1,1,1,1,3,43.636297355,-79.429583628
424,97,2,2,3,2,3,3,3,3,3,3,43.636344066,-79.438061477
2198,90,3,3,3,3,3,3,3,3,3,2,43.636367571,-79.436156324
1787,94,1,3,3,2,1,3,3,3,3,3,43.636390118,-79.4911570627
2666,91,1,2,3,3,3,3,3,3,3,3,43.6364200969,-79.4289537195
425,78,1,1,2,3,1,1,1,3,1,1,43.636462829,-79.438878709
166,90,3,3,2,3,1,1,3,1,3,3,43.63650442,-79.4877435636
3420,82,3,3,3,2,1,3,2,1,3,1,43.6365103403,-79.562181408
1784,90,1,3,2,3,1,3,3,3,1,3,43.636561238,-79.493053522
1140,82,3,3,2,3,1,3,1,3,3,3,43.63657927,-79.440333406
2665,96,3,3,3,3,3,3,3,3,3,2,43.6366349836,-79.4276516523
1786,94,3,3,2,3,3,3,3,3,3,3,43.6366442394,-79.4899445536
1141,70,2,2,3,2,3,2,2,1,2,2,43.636657078,-79.440488524
2199,90,1,3,3,3,3,3,3,3,3,3,43.636668486,-79.436114356
1137,93,3,3,3,3,3,3,3,2,3,2,43.6366736608,-79.4376587469
1783,94,2,3,3,3,3,3,3,2,3,2,43.636679641,-79.492405423
2667,87,2,1,3,3,3,3,3,2,3,2,43.6366904799,-79.428980996
426,84,2,3,2,3,2,3,3,3,3,2,43.6367650301,-79.4389483513
2925,88,3,3,2,3,3,3,3,3,3,1,43.636789032,-79.429849981
1785,94,3,3,3,3,3,3,3,3,3,3,43.6368219752,-79.4892158365
1780,94,3,3,3,3,3,3,1,3,3,3,43.636826872,-79.491504389
3421,83,2,3,3,3,3,3,3,3,3,3,43.636889686,-79.5635303983
2668,87,1,3,3,3,3,3,2,3,2,2,43.6369083236,-79.4291371749
1779,82,1,3,3,3,3,3,3,3,3,2,43.6369236012,-79.4910603874
2201,88,1,3,3,3,3,3,3,3,3,3,43.636923954,-79.436212784
2200,92,2,3,3,2,3,3,3,3,3,2,43.636950344,-79.43560797
792,84,1,3,2,3,1,1,1,3,1,1,43.637018605,-79.488272958
1511,83,3,2,3,2,1,1,1,1,1,3,43.637025183,-79.54003296
2670,94,1,3,3,3,3,3,3,3,3,3,43.6370713769,-79.4279645858
2669,87,1,3,2,3,3,3,2,3,2,2,43.6370716153,-79.4291933844
1778,93,3,2,3,3,3,3,3,3,3,2,43.6371233389,-79.4904689294
1781,96,3,3,3,3,1,3,3,3,3,3,43.6371235205,-79.4874115114
2926,96,3,3,3,3,2,3,3,3,3,2,43.63712357,-79.429926502
441,97,3,3,3,3,3,3,3,3,3,3,43.6371520569,-79.427091443
291,99,3,3,3,3,3,3,3,3,3,2,43.6371995411,-79.493365223
1777,85,2,3,2,3,3,3,3,3,3,1,43.6372671432,-79.489657597
3422,87,3,3,3,3,3,3,1,3,3,3,43.6373133386,-79.564053632
2927,92,3,3,3,3,3,3,3,3,3,1,43.637330091,-79.430147711
2671,89,1,3,3,3,1,1,3,1,3,2,43.637378606,-79.4292170392
1136,98,3,3,2,3,3,3,3,3,3,3,43.6373867485,-79.4364522272
2202,92,2,3,3,3,1,3,3,3,3,3,43.6374026152,-79.4357893144
1346,93,2,3,2,3,3,3,3,3,3,3,43.637506998,-79.56171027
3423,95,3,3,3,2,3,3,3,3,3,3,43.6375255076,-79.5635248549
1134,95,3,3,3,3,1,3,3,3,3,2,43.637545838,-79.432848966
427,91,1,3,3,3,1,3,3,3,3,3,43.6375473099,-79.4394028974
1135,79,2,2,3,2,1,3,1,3,1,3,43.637596107,-79.435005866
2204,94,3,3,3,3,3,3,3,3,3,1,43.63765643,-79.4366087983
2203,94,3,3,3,3,3,3,3,3,3,2,43.6376650671,-79.435751998
1132,90,2,3,3,3,1,3,3,1,3,3,43.637707898,-79.432624949
2007,81,3,2,3,3,1,3,3,1,3,3,43.637708415,-79.493537791
2672,93,2,3,2,3,3,3,3,3,3,3,43.6377159247,-79.4293840613
2704,88,3,3,3,3,2,3,1,3,3,3,43.6377206965,-79.4283330254
62,78,2,1,1,3,1,1,1,1,1,2,43.6377806623,-79.4379497225
428,85,3,1,3,3,1,3,3,2,3,2,43.6378411067,-79.4395051216
3424,86,3,3,3,3,1,1,1,1,1,3,43.6378421454,-79.5644587873
2673,88,2,3,3,3,2,2,3,1,2,3,43.6378675818,-79.4294602213
1776,90,1,3,2,3,3,1,3,3,3,3,43.6378752009,-79.4868729596
1133,89,2,3,3,3,3,3,3,3,3,2,43.637945582,-79.433030152
509,91,1,3,3,3,1,1,3,3,3,1,43.6379480963,-79.4907455213
2206,91,2,3,3,3,2,3,2,3,3,1,43.6379895083,-79.4367678371
2205,93,3,3,3,3,3,3,3,3,3,2,43.6379977398,-79.4358904855
63,83,2,3,2,3,3,3,3,0,3,2,43.6380072384,-79.4380349647
508,90,3,3,3,3,1,3,3,3,1,2,43.6380325283,-79.4912275858
1775,88,3,2,3,3,3,3,3,3,3,3,43.638038087,-79.4865149575
510,93,1,3,3,3,3,3,3,3,3,3,43.6380418956,-79.4902414702
2067,84,3,3,2,3,1,3,3,3,3,2,43.6380615683,-79.4937696446
3425,77,3,2,3,3,1,1,1,1,1,1,43.638068798,-79.563940807
1142,76,2,1,3,3,1,1,1,1,1,2,43.638091463,-79.444048874
61,92,3,3,3,3,3,3,3,3,3,2,43.6381531633,-79.4373955962
1773,92,3,2,3,3,3,3,3,3,3,3,43.6381743577,-79.485853087
1131,89,2,3,2,3,3,3,3,3,3,2,43.6381925177,-79.4297211776
2069,91,3,2,2,3,1,3,3,3,3,3,43.6382045659,-79.4931680835
64,91,2,3,3,3,3,3,3,3,3,3,43.6382286578,-79.4382671328
3217,99,1,3,3,3,3,3,3,3,3,3,43.638266201,-79.390235997
2208,97,2,3,3,3,3,3,1,3,3,3,43.6382736068,-79.4368190607
2207,84,3,3,3,3,1,3,3,3,3,1,43.6382976952,-79.4360542052
1774,84,2,3,3,3,3,3,3,3,3,3,43.6383246227,-79.4863398937
3172,95,1,2,2,3,3,3,3,3,3,2,43.6383454024,-79.4871784566
1345,88,3,1,3,3,3,3,3,3,3,3,43.638437155,-79.562017823
2071,82,1,3,3,2,1,3,3,3,3,3,43.6384585236,-79.4925019413
507,96,3,3,3,3,3,3,3,3,3,3,43.6384647272,-79.4918242158
1130,81,3,2,3,3,3,3,3,3,3,2,43.638479863,-79.428775043
511,94,1,3,3,3,3,3,3,3,3,3,43.6385102158,-79.4902204233
1300,73,1,3,3,2,3,1,1,1,1,1,43.638554998,-79.430087958
2209,93,3,3,3,3,1,3,3,3,3,3,43.6385987342,-79.4361728843
3437,84,3,2,3,3,1,1,1,1,1,2,43.638620277,-79.442480432
512,85,2,2,2,3,1,3,3,3,3,3,43.6386262832,-79.4911761302
1301,83,2,3,3,3,1,3,3,1,3,2,43.638678165,-79.430131485
3216,99,1,3,3,3,3,3,3,3,3,3,43.638678893,-79.389149776
3173,96,2,3,3,3,3,3,3,3,3,3,43.6386817552,-79.4872228094
3427,88,2,3,2,3,3,3,3,3,3,3,43.638729619,-79.564232582
3211,83,3,3,3,3,1,3,3,1,3,2,43.638730254,-79.444442058
401,89,3,2,2,3,1,3,1,3,1,3,43.638753591,-79.435622465
3212,77,3,1,2,2,1,1,1,3,2,2,43.638769687,-79.444880485
3213,86,3,3,3,3,3,3,1,3,1,2,43.638772863,-79.44521128
2068,96,3,3,3,3,3,3,3,3,3,3,43.6387928448,-79.4940708914
2534,96,1,3,3,3,3,3,3,3,3,3,43.638794444,-79.508763602
1302,88,3,3,3,3,2,3,1,3,1,3,43.638806754,-79.430181055
3397,97,1,3,3,3,3,3,3,3,3,3,43.6388094067,-79.489549092
2210,72,1,1,3,1,1,3,3,1,1,2,43.6389025378,-79.4370268337
2070,82,3,3,3,3,1,1,1,1,1,3,43.6389180008,-79.4935703818
1348,84,1,3,2,3,3,3,3,3,3,1,43.638931663,-79.563356099
513,91,3,3,3,3,3,3,3,3,3,3,43.63895874,-79.491216297
3174,86,2,1,3,3,3,3,1,2,1,3,43.6389598462,-79.4872934251
246,99,1,3,3,3,3,3,3,3,3,3,43.638981358,-79.409542284
1303,82,2,2,2,3,1,3,3,3,3,3,43.638981971,-79.431049799
2072,86,3,3,1,3,1,3,3,3,3,3,43.6390231144,-79.4931494721
3426,95,2,3,2,3,3,3,3,3,3,3,43.639035157,-79.564993488
3396,86,1,3,3,3,3,1,1,1,1,2,43.6390524323,-79.4890660176
3439,92,3,3,3,3,3,3,3,3,3,3,43.639059421,-79.471537005
2074,95,3,1,3,3,2,3,3,3,3,3,43.639073561,-79.4920727048
3395,97,3,3,3,3,3,3,3,3,3,2,43.6390897407,-79.4882393913
2073,76,2,3,2,2,0,0,0,0,0,3,43.6391002088,-79.4927582679
3438,64,2,2,2,2,1,1,1,1,1,2,43.639101299,-79.44211187
2211,96,3,3,3,3,3,3,3,3,3,3,43.6391266318,-79.437146582
1001,86,2,3,2,3,1,3,3,3,3,3,43.6391465077,-79.4377377181
247,98,1,3,3,3,3,3,3,3,3,3,43.63915246,-79.410262481
3334,91,3,3,2,3,3,3,3,1,3,3,43.639211983,-79.557274574
3175,94,3,3,2,3,3,3,3,2,3,3,43.6392913192,-79.4876408475
1432,90,3,2,2,3,3,3,3,3,3,2,43.639312743,-79.399107317
3399,93,3,3,3,3,1,3,3,3,1,3,43.6393299361,-79.4902695407
2212,95,3,3,3,2,3,3,3,3,3,2,43.6393484586,-79.4372340456
489,99,2,3,3,3,3,3,3,3,3,3,43.639368524,-79.433105014
1143,98,3,3,3,3,3,3,3,3,3,1,43.639372903,-79.4944231531
3440,95,1,3,3,3,3,3,3,3,3,2,43.63943104,-79.471915958
515,80,2,3,2,3,1,2,2,3,2,3,43.639476269,-79.491647816
1144,98,3,3,3,3,3,3,3,3,3,3,43.6395029387,-79.4940316467
442,93,3,3,2,3,3,3,3,1,3,1,43.6395518816,-79.4281871995
2535,91,3,3,3,3,3,3,3,3,3,3,43.639553376,-79.509024033
3210,77,3,1,2,1,1,3,3,3,3,1,43.639607448,-79.440903239
1145,61,2,2,2,3,1,1,1,1,1,2,43.6396095695,-79.4936460031
429,75,2,2,1,3,3,3,1,3,1,2,43.6396109365,-79.4394716965
514,87,2,3,2,3,3,3,3,3,3,3,43.639623358,-79.491058309
516,90,2,3,3,3,3,3,3,3,3,3,43.639636427,-79.491738294
3176,99,2,3,3,3,3,3,3,2,3,3,43.6396535446,-79.487507425
1146,92,3,3,3,3,3,1,3,3,3,2,43.6396821871,-79.4933367622
431,83,1,3,2,1,3,3,3,1,3,1,43.6397760709,-79.4400112258
3401,86,1,1,3,3,3,3,3,3,3,2,43.6397937003,-79.4903246449
1520,96,3,3,3,3,3,3,3,3,3,3,43.639805704,-79.434352266
430,81,1,3,1,3,1,3,1,3,2,1,43.6398204138,-79.4395890301
2213,91,2,3,3,2,1,3,3,3,3,3,43.639820653,-79.4374576953
379,82,3,3,2,2,3,3,3,0,3,2,43.639823941,-79.451749578
1147,94,3,3,3,3,3,3,3,3,3,2,43.6398314682,-79.4928529071
3398,95,3,3,3,3,3,3,3,3,3,2,43.6398570764,-79.4888378299
90,96,3,3,3,3,3,3,3,2,3,3,43.6398689295,-79.5856147179
3219,82,3,1,1,1,3,3,3,3,3,1,43.639890151,-79.399333531
3208,83,1,2,2,2,1,3,3,3,1,3,43.639912047,-79.43936153
3177,87,2,3,3,3,1,3,3,3,1,1,43.639915397,-79.487892324
2579,86,2,3,3,3,3,3,3,3,3,1,43.639991225,-79.443670642
1347,79,2,3,3,3,1,2,3,1,2,3,43.640023653,-79.563923317
1129,94,3,2,3,2,1,3,3,3,3,2,43.640120672,-79.422240833
3483,91,3,3,3,3,1,3,3,2,3,2,43.640190881,-79.447304327
3400,94,3,3,3,3,3,3,3,3,3,2,43.6402119345,-79.4896809434
1521,84,3,2,3,1,3,3,3,2,3,1,43.640216059,-79.433778346
3403,91,1,3,3,3,3,3,3,3,3,2,43.6403042877,-79.4914484566
3402,87,2,1,2,3,3,3,3,3,3,3,43.6403890443,-79.4907013619
3207,78,2,2,3,2,3,1,1,1,3,2,43.640425518,-79.436224414
3178,95,3,3,3,3,3,3,3,3,3,3,43.640530203,-79.488846855
3209,79,1,2,2,1,2,2,1,3,1,1,43.640614384,-79.437848643
3482,83,2,3,3,3,2,1,1,1,1,2,43.640711037,-79.446594143
3235,94,3,3,3,3,3,3,3,3,3,3,43.640715018,-79.488178586
3428,88,2,3,3,3,1,1,1,3,1,3,43.64088681,-79.564713058
3335,89,3,3,3,3,3,3,3,1,3,N/A,43.6409375291,-79.5581295431
896,81,3,3,1,1,3,3,3,1,3,2,43.641037738,-79.437166835
443,87,3,2,3,2,3,3,3,3,3,2,43.641079014,-79.427700755
897,83,2,2,3,2,3,3,1,3,1,2,43.641181275,-79.437171685
407,78,3,2,3,3,1,1,1,1,1,3,43.6414422476,-79.4724449481
